VDS_ID,VDS_SECTN_,LINK_ID_da,LINK_ID,F_NODE,T_NODE,LANES_,ROAD_RANK_,ROAD_TYPE_,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,MAX_SPD_,REST_VEH_,REST_W_,REST_H_,LENGTH,REMARK_,geometry
VDS0076,VL1880000084,AE3014008800,1840005300,1840002300,1840002600,3.0,103,000,4,일반국도4호선,0,0,000,50.0,0,0.0,0.0,270.530848718,충무로,POINT (127.43470414564382 36.32039016388616)
VDS0077,VL1880000086,AN3014006600,1840036200,1840011800,1840013500,1.0,104,000,-,오토바이거리,0,0,000,40.0,0,0.0,0.0,314.848128787,,POINT (127.43087208308118 36.32392087256687)
VDS0077,VL1880000085,AS3014006600,1840036100,1840013500,1840011800,1.0,104,000,-,오토바이거리,0,0,000,40.0,0,0.0,0.0,318.516853463,,POINT (127.43069882752718 36.32383202232411)
VDS0078,VL1880000087,AN3014000800,1840058100,1840017200,1840017500,2.0,104,000,26,대종로,0,0,000,50.0,0,0.0,0.0,291.135926954,,POINT (127.41251241762178 36.33951705426856)
VDS0078,VL1880000088,AS3014000800,1840058200,1840017500,1840017200,2.0,104,000,26,대종로,0,0,000,50.0,0,0.0,0.0,290.756740558,,POINT (127.41249382384282 36.33926827000779)
VDS0079,VL1880000089,AN3014011100,1840006600,1840002900,1840003000,3.0,103,000,32,일반국도32호선,0,0,000,60.0,0,0.0,0.0,442.840174228,계룡로,POINT (127.408072 36.32641516)
VDS0080,VL1880000090,AS3014011100,1840006500,1840003000,1840002900,3.0,103,000,32,일반국도32호선,0,0,000,60.0,0,0.0,0.0,442.915655137,계룡로,POINT (127.4079542 36.32591798)
VDS0081,VL1880000091,AE3014011900,1840005902,1840002404,1840002801,4.0,103,000,4,일반국도4호선,0,0,000,60.0,0,0.0,0.0,220.987147323,계백로,POINT (127.40818860452659 36.32112258128521)
VDS0082,VL1880000092,AW3014001000,1840006002,1840002801,1840002404,4.0,103,000,4,일반국도4호선,0,0,000,60.0,0,0.0,0.0,220.833023939,계백로,POINT (127.4079348960082 36.32124154013548)
VDS0083,VL1880000093,AE3014017900,1840017200,1840007000,1840007700,2.0,104,000,-,한밭도서관길,0,0,000,60.0,0,0.0,0.0,725.3637223,,POINT (127.40290708341895 36.30576232850866)
VDS0083,VL1880000094,AW3014017900,1840017100,1840007700,1840007000,2.0,104,000,-,한밭도서관길,0,0,000,60.0,0,0.0,0.0,719.209679432,,POINT (127.40290800413483 36.30594127441279)
VDS0084,VL1880000095,AE3014015000,1850053200,1840014500,1840014000,4.0,104,000,17,동서로,0,0,000,60.0,0,0.0,0.0,373.192384462,,POINT (127.39281871960051 36.32626107322607)
VDS0085,VL1880000096,AW3014014900,1850053300,1840014000,1840014500,4.0,104,000,17,동서로,0,0,000,60.0,0,0.0,0.0,372.011777694,,POINT (127.39308879340543 36.32651260481251)
VDS0086,VL1880000097,AN3017020300,1850057300,1850019600,1850020000,2.0,104,000,-,버드내길,0,0,000,60.0,0,0.0,0.0,276.13392323,,POINT (127.39179872282858 36.33054946401959)
