route_id,VDS_id,longitude,latitude,movers_2023,movers_2024,avg_speed_2023,avg_speed_2024,movers_diff,avg_speed_diff,location
0,VDS0022,127.354784,36.359818,3588.0,3140,53.39230769230768,58.04518664047151,-448.0,4.652878948163831,봉명동 15-2(유성방향)
1,VDS0103,127.345698,36.348726,1107.0,1281,53.284615384615385,56.70454545454545,174.0,3.419930069930068,봉명동 1062
2,VDS0107,127.349163,36.3357,1074.0,1035,51.77692307692307,44.15075376884422,-39.0,-7.62616930807885,원신흥동 523(가수원동방향 150M 교통표지판부근)
3,VDS0108,127.349503,36.33567,1633.0,1782,55.2,59.633401221995925,149.0,4.433401221995922,원신흥동 514(VDS0107건너편)
4,VDS0109,127.343543,36.332378,1165.0,1078,57.21538461538462,55.824022346368714,-87.0,-1.3913622690159073,원신흥동528-5
5,VDS0112,127.347811,36.32365,1990.0,1854,45.684615384615384,49.205673758865245,-136.0,3.5210583742498613,"도안동 1525(도안동 307-2, 1505동 도로변)"
6,VDS0113,127.348111,36.323514,865.0,828,47.07692307692308,50.58288770053476,-37.0,3.505964623611682,"도안동 1528(도안동 306-2, VDS0112 건너편)"
7,VDS0123,127.352836,36.332246,1598.0,1667,54.65384615384615,58.090395480225986,69.0,3.436549326379833,원신흥동49-4
