reg_ymdhms,vds_id,tr_vol,trvl_spd,trvl_tm
20230316000000,VDS0022,75.0,69.6,21.0
20230316000500,VDS0022,66.0,69.9,21.0
20230316001000,VDS0022,69.0,70.9,21.0
20230316001500,VDS0022,65.0,68.1,22.0
20230316002000,VDS0022,41.0,79.0,19.0
20230316002500,VDS0022,65.0,71.0,21.0
20230316003000,VDS0022,58.0,70.8,21.0
20230316003500,VDS0022,43.0,70.8,21.0
20230316004000,VDS0022,47.0,72.3,20.0
20230316004500,VDS0022,38.0,72.1,20.0
20230316005000,VDS0022,43.0,73.7,20.0
20230316005500,VDS0022,39.0,70.6,21.0
20230316010000,VDS0022,24.0,75.0,20.0
20230316010500,VDS0022,38.0,69.4,21.0
20230316011000,VDS0022,43.0,74.1,20.0
20230316011500,VDS0022,34.0,74.9,20.0
20230316012000,VDS0022,36.0,73.2,20.0
20230316012500,VDS0022,39.0,70.6,21.0
20230316013000,VDS0022,26.0,70.1,21.0
20230316013500,VDS0022,33.0,67.8,22.0
20230316014000,VDS0022,38.0,75.2,19.0
20230316014500,VDS0022,19.0,72.3,20.0
20230316015000,VDS0022,30.0,74.6,20.0
20230316015500,VDS0022,20.0,71.3,21.0
20230316020000,VDS0022,22.0,71.7,20.0
20230316020500,VDS0022,35.0,76.1,19.0
20230316021000,VDS0022,23.0,76.9,19.0
20230316021500,VDS0022,19.0,73.4,20.0
20230316022000,VDS0022,29.0,74.1,20.0
20230316022500,VDS0022,20.0,83.6,18.0
20230316023000,VDS0022,27.0,68.5,21.0
20230316023500,VDS0022,22.0,78.6,19.0
20230316024000,VDS0022,23.0,72.7,20.0
20230316024500,VDS0022,23.0,68.2,21.0
20230316025000,VDS0022,15.0,82.9,18.0
20230316025500,VDS0022,20.0,67.4,22.0
20230316030000,VDS0022,11.0,65.4,22.0
20230316030500,VDS0022,8.0,81.6,18.0
20230316031000,VDS0022,9.0,71.3,21.0
20230316031500,VDS0022,54.0,76.1,19.0
20230316032000,VDS0022,22.0,68.4,21.0
20230316032500,VDS0022,22.0,78.7,19.0
20230316033000,VDS0022,24.0,72.2,20.0
20230316033500,VDS0022,18.0,61.6,24.0
20230316034000,VDS0022,30.0,80.5,18.0
20230316034500,VDS0022,30.0,73.3,20.0
20230316035000,VDS0022,26.0,50.2,29.0
20230316035500,VDS0022,23.0,75.0,20.0
20230316040000,VDS0022,22.0,64.8,23.0
20230316040500,VDS0022,34.0,61.4,24.0
20230316041000,VDS0022,28.0,74.8,20.0
20230316041500,VDS0022,29.0,61.5,24.0
20230316042000,VDS0022,37.0,67.2,22.0
20230316042500,VDS0022,37.0,74.0,20.0
20230316043000,VDS0022,34.0,70.2,21.0
20230316043500,VDS0022,38.0,65.5,22.0
20230316044000,VDS0022,35.0,70.2,21.0
20230316044500,VDS0022,45.0,69.8,21.0
20230316045000,VDS0022,39.0,69.8,21.0
20230316045500,VDS0022,54.0,63.3,23.0
20230316050000,VDS0022,43.0,64.2,23.0
20230316050500,VDS0022,56.0,63.4,23.0
20230316051000,VDS0022,68.0,72.2,20.0
20230316051500,VDS0022,59.0,66.3,22.0
20230316052000,VDS0022,65.0,65.1,23.0
20230316052500,VDS0022,84.0,60.9,24.0
20230316053000,VDS0022,88.0,66.6,22.0
20230316053500,VDS0022,111.0,64.0,23.0
20230316054000,VDS0022,91.0,64.6,23.0
20230316054500,VDS0022,126.0,67.3,22.0
20230316055000,VDS0022,127.0,66.6,22.0
20230316055500,VDS0022,125.0,66.5,22.0
20230316060000,VDS0022,128.0,63.6,23.0
20230316060500,VDS0022,141.0,53.9,27.0
20230316061000,VDS0022,157.0,61.2,24.0
20230316061500,VDS0022,162.0,59.4,25.0
20230316062000,VDS0022,138.0,56.7,26.0
20230316062500,VDS0022,161.0,66.6,22.0
20230316063000,VDS0022,182.0,57.2,26.0
20230316063500,VDS0022,186.0,63.8,23.0
20230316064000,VDS0022,192.0,51.2,29.0
20230316064500,VDS0022,204.0,63.8,23.0
20230316065000,VDS0022,193.0,54.5,27.0
20230316065500,VDS0022,219.0,62.5,23.0
20230316070000,VDS0022,230.0,54.8,27.0
20230316070500,VDS0022,245.0,57.6,25.0
20230316071000,VDS0022,263.0,54.0,27.0
20230316071500,VDS0022,262.0,54.4,27.0
20230316072000,VDS0022,290.0,51.9,28.0
20230316072500,VDS0022,328.0,54.1,27.0
20230316073000,VDS0022,302.0,61.9,24.0
20230316073500,VDS0022,281.0,63.3,23.0
20230316074000,VDS0022,252.0,67.9,22.0
20230316074500,VDS0022,324.0,59.0,25.0
20230316075000,VDS0022,326.0,60.4,24.0
20230316075500,VDS0022,270.0,56.4,26.0
20230316080000,VDS0022,264.0,58.2,25.0
20230316080500,VDS0022,276.0,53.0,28.0
20230316081000,VDS0022,327.0,56.1,26.0
20230316081500,VDS0022,317.0,56.0,26.0
20230316082000,VDS0022,281.0,57.7,25.0
20230316082500,VDS0022,263.0,58.9,25.0
20230316083000,VDS0022,356.0,55.6,26.0
20230316083500,VDS0022,323.0,56.7,26.0
20230316084000,VDS0022,323.0,58.7,25.0
20230316084500,VDS0022,318.0,60.7,24.0
20230316085000,VDS0022,334.0,63.0,23.0
20230316085500,VDS0022,318.0,63.2,23.0
20230316090000,VDS0022,270.0,61.7,24.0
20230316090500,VDS0022,257.0,58.8,25.0
20230316091000,VDS0022,285.0,57.0,26.0
20230316091500,VDS0022,297.0,58.1,25.0
20230316092000,VDS0022,254.0,51.9,28.0
20230316092500,VDS0022,276.0,60.3,24.0
20230316093000,VDS0022,321.0,51.5,28.0
20230316093500,VDS0022,295.0,58.8,25.0
20230316094000,VDS0022,290.0,57.7,25.0
20230316094500,VDS0022,297.0,53.4,27.0
20230316095000,VDS0022,292.0,56.0,26.0
20230316095500,VDS0022,287.0,59.3,25.0
20230316100000,VDS0022,264.0,55.1,27.0
20230316100500,VDS0022,256.0,58.2,25.0
20230316101000,VDS0022,247.0,54.8,27.0
20230316101500,VDS0022,234.0,55.3,26.0
20230316102000,VDS0022,250.0,59.4,25.0
20230316102500,VDS0022,257.0,56.5,26.0
