RSE_ID,INST_LOCAT,LOCAL_NM,POINT_X,POINT_Y
RSE7273,변동 61-7 진명약국 앞,서대전,127.3777393,36.32246739
RSE7274,대전광역시 서구 도마동50-6 부부제세한의원 앞,서대전,127.370278,36.322584
RSE7275,대전광역시 서구 도마1동65-50 SK서림주유소 앞;윤성유리 앞,서대전,127.3775493,36.3193612
RSE7277,도마동 128-1 농협 앞,서대전,127.3785586,36.31598417
RSE7278,도마2동 172-15 주택은행 앞,서대전,127.3797839,36.31314844
RSE7279,가장동 32-43 가장교 건너 갈비랑 석쇠 앞 교통섬,서대전,127.3884289,36.32778595
RSE7280,변동 43-1 동명오일뱅크 주유소 앞,서대전,127.3852561,36.32325906
RSE7282,도마동 136-5 유등교 건너 중앙성심외과 앞,서대전,127.3844365,36.31528152
RSE7349,관저동 616-3 대원산업 앞,구봉,127.3241339,36.29881277
RSE7350,관저동 337 서부자동차시장앞/주공5단지 508동앞,구봉,127.3286337,36.30068513
RSE7352,대전광역시 서구 관저동1172 관저네거리,구봉,127.3351976,36.30170138
RSE7353,관저동 82-1 원앙마을아파트 건너편,구봉,127.3401346,36.3026433
RSE7355,가수원동 666-1,구봉,127.3445134,36.30352186
RSE7356,가수원동 761-2,구봉,127.3492348,36.3044063
RSE7357,가수원동 764-1 가수원파출소 건너편,구봉,127.3528771,36.30524557
RSE7358,정림동 490 현대자동차 서비스 앞,남대전,127.3621349,36.30702844
RSE7359,대전시 유성구 원신흥동 63-3 LH대전에너지 사업단 앞 네거리,LG U+,127.347823,36.33207886
RSE7360,정림동 226-76 LG쇼파침대 앞,서대전,127.3718786,36.30996248
RSE7361,도마1동 179-20 현대정유앞 가로등,남대전,127.3747694,36.31051672
RSE7362,도마동 179-20 현대정유 앞,남대전,127.3848847,36.31128675
RSE7364,대전광역시 서구 정림동8-22 정림산채가든 건너편,남대전,127.3701613,36.30722793
RSE7365,대전광역시 서구 복수동375 복수군인아파트 가동 101호,남대전,127.3727193,36.30435906
RSE7384,둔산2동 908 샘머리아파트 입구/돌샘유치원 앞,둔산,127.3951148,36.3599246
RSE7385,둔산동 913 대한주택공사빌딩 앞,둔산,127.3899011,36.35943982
RSE7387,가장동 39-1 운창지물포 앞,서대전,127.3843966,36.33117016
RSE7388,용문동 257-10,서대전,127.3931808,36.33794132
RSE7401,대전광역시 서구 만년동300 KBS방송국 만년동문예공원앞엑스포지하차도서편,둔산,127.3830217,36.37078542
RSE7510,갈마1동 419 갈마아파트 앞 /갈마그랜드프라자 건너,서대전,127.3686754,36.34383758
RSE7511,월평동 218,둔산,127.3686002,36.36245398
RSE7515,가양동 87-1 근영약국 앞,용전,127.4510913,36.34876919
RSE7516,대전광역시 유성구 방동20-9 방동저수지 입구,구봉,127.3107559,36.28507078
RSE7517,관저동 1146 구봉8단지 805동 건너/우정유치원 앞,구봉,127.3296554,36.29650396
RSE7518,도마2동 359-10,서대전,127.3708175,36.31937261
RSE7519,정림동 650 영풍제과 앞,남대전,127.3663196,36.30246771
RSE7520,관저동 1470번지,구봉,127.340804,36.29672983
RSE7949,대전광역시 서구 흑석동377-4 충남렌트카 앞,남대전,127.3405763,36.25465831
RSE7950,관저동 381-1,구봉,127.334806,36.296288
RSE7951,복수동 648 대양빌딩 앞,남대전,127.378488,36.298101
