before_before_rse_id,before_rse_id,rse_id,frequency
RSE1515,RSE7359,,909
RSE7359,RSE1515,,724
RSE7105,RSE7056,,694
RSE1607,RSE7196,,673
RSE7196,RSE1607,,648
RSE1501,RSE8102,,613
RSE1505,RSE8103,,610
RSE1505,RSE1508,,568
RSE1501,RSE8103,,559
RSE8103,RSE1501,,553
RSE7359,RSE1511,,546
RSE1511,RSE1508,,541
RSE1515,RSE1519,,516
RSE7157,RSE8103,,503
RSE1508,RSE1505,,488
RSE7056,RSE7067,,481
RSE1504,RSE8102,,463
RSE8103,RSE7157,,454
RSE7067,RSE7056,,429
RSE8103,RSE1505,,422
RSE1508,RSE1511,,389
RSE8102,RSE1501,,381
RSE7056,RSE7104,,380
RSE1511,RSE7359,,359
RSE8102,RSE8099,,345
RSE7359,RSE1607,,337
RSE7104,RSE7056,,329
RSE8102,RSE1504,,307
RSE1607,RSE7359,,303
RSE7104,RSE8103,,255
RSE7104,RSE7105,,245
RSE7056,RSE7105,,238
RSE1513,RSE1607,,216
RSE1607,RSE1513,,214
RSE1505,RSE1503,,200
RSE7157,RSE7104,,170
RSE8103,RSE7104,,162
RSE7105,RSE7104,,156
RSE1513,RSE7359,,155
RSE1512,RSE1513,,152
RSE7104,RSE7157,,151
RSE1504,RSE1505,,136
RSE1505,RSE1504,,136
RSE1504,RSE1503,,109
RSE8102,RSE8103,,102
RSE1513,RSE1512,,99
RSE7359,RSE1513,,92
RSE1508,RSE7359,,87
RSE8103,RSE8102,,71
RSE1505,RSE7104,,67
RSE1511,RSE1505,,64
RSE7157,RSE1505,,45
RSE7359,RSE1519,,44
RSE8103,RSE7105,,40
RSE1607,RSE1511,,38
RSE1501,RSE8099,,33
RSE1505,RSE7157,,31
RSE7104,RSE1505,,28
RSE7359,RSE1508,,25
RSE1501,RSE1504,,17
RSE7105,RSE7067,,15
RSE1513,RSE1515,,14
RSE1501,RSE1505,,13
RSE8102,RSE7105,,12
RSE1508,RSE1504,,12
RSE7105,RSE8103,,11
RSE7056,RSE8103,,11
RSE1508,RSE8103,,10
RSE7157,RSE7105,,10
RSE8103,RSE1503,,9
RSE7359,RSE7196,,9
RSE1505,RSE7359,,8
RSE1505,RSE1501,,8
RSE1504,RSE1508,,8
RSE8103,RSE7056,,8
RSE7056,RSE7157,,7
RSE7104,RSE7067,,7
RSE1504,RSE8099,,7
RSE1508,RSE7104,,6
RSE7067,RSE8103,,6
RSE1504,RSE1512,,6
RSE8103,RSE1508,,6
RSE1504,RSE1501,,6
RSE8103,RSE1504,,6
RSE1505,RSE7056,,6
RSE7067,RSE7105,,6
RSE8103,RSE8099,,6
RSE7359,RSE1505,,5
RSE1501,RSE7105,,5
RSE1607,RSE1512,,5
RSE1515,RSE1511,,4
RSE1515,RSE1607,,4
RSE1512,RSE7359,,4
RSE1504,RSE8103,,4
RSE1508,RSE1503,,4
RSE7157,RSE7067,,4
RSE1508,RSE7157,,3
RSE7067,RSE7157,,3
RSE7359,RSE1512,,3
RSE7104,RSE1504,,3
RSE7105,RSE1505,,3
RSE8102,RSE1503,,3
RSE1607,RSE1515,,3
RSE7157,RSE1501,,3
RSE7196,RSE1513,,3
RSE1511,RSE8103,,3
RSE1501,RSE7157,,3
RSE1504,RSE1513,,3
RSE8102,RSE7056,,2
RSE7157,RSE1503,,2
RSE7104,RSE1511,,2
RSE1515,RSE1513,,2
RSE1511,RSE1515,,2
RSE7056,RSE1505,,2
RSE1511,RSE1607,,2
RSE7067,RSE7104,,2
RSE1505,RSE1511,,2
RSE1512,RSE1504,,2
RSE7104,RSE1503,,2
RSE1504,RSE7359,,2
RSE1511,RSE7104,,2
RSE1501,RSE7104,,2
RSE1505,RSE8102,,2
RSE7105,RSE7157,,2
RSE7056,RSE8102,,2
RSE1513,RSE1519,,2
RSE7196,RSE1511,,2
RSE7196,RSE7359,,2
RSE1508,RSE1515,,2
RSE1512,RSE1508,,2
RSE8102,RSE7157,,1
RSE1511,RSE1513,,1
RSE7105,RSE8102,,1
RSE1508,RSE1607,,1
RSE1505,RSE1512,,1
RSE7104,RSE1508,,1
RSE1513,RSE1504,,1
RSE7157,RSE7056,,1
RSE1505,RSE7105,,1
RSE8103,RSE7067,,1
RSE1505,RSE7067,,1
RSE1513,RSE7196,,1
RSE1508,RSE1513,,1
RSE1512,RSE1607,,1
