before_before_rse_id,before_rse_id,rse_id,frequency,distance,total_time,avg_time,avg_speed
RSE7129,RSE7130,RSE7097,11,571.9500000000002,966.0,87.81818181818181,23.44639751552796
RSE7109,RSE7120,RSE7120,11,233.69000000000003,1475.0,134.0909090909091,6.273982372881357
RSE7131,RSE7131,RSE7385,11,0.36187765621443285,2847.0,258.8181818181818,0.005033493216049014
RSE7060,RSE7385,RSE7131,11,561.2418776562145,2429.0,220.8181818181818,9.149929335193946
RSE7124,RSE7121,RSE7124,11,530.1400000000002,2446.0,222.36363636363637,8.582806214227313
RSE7131,RSE7385,RSE7060,11,561.2518776562144,4860.0,441.8181818181818,4.573163447569155
RSE7116,RSE7142,RSE7130,11,205.5204211685341,2925.0,265.90909090909093,2.7824303173586156
RSE7121,RSE7097,RSE7142,11,502.59000000000015,3198.0,290.72727272727275,6.223440900562854
RSE7131,RSE7144,RSE7385,11,541.8800000000001,2513.0,228.45454545454547,8.538976522085159
RSE7194,RSE7194,RSE7125,11,247.04,5312.0,482.90909090909093,1.8416385542168674
RSE7142,RSE7097,RSE7121,10,503.3,1470.0,147.0,12.325714285714287
RSE7059,RSE7068,RSE7401,10,290.1829717250934,1424.0,142.4,7.336086363836632
RSE7056,RSE7067,RSE7067,10,513.42,4209.0,420.9,4.391332858161084
RSE7130,RSE7097,RSE7097,10,315.7200000000001,1304.0,130.4,8.716196319018406
RSE7130,RSE7097,RSE7120,10,520.41,3066.0,306.6,6.110489236790606
RSE7130,RSE7129,RSE7121,10,568.75,1637.0,163.7,12.507635919364693
RSE7194,RSE7125,RSE7121,10,247.63889896373354,1674.0,167.4,5.325567719650184
RSE7112,RSE7112,RSE7112,10,0.0,3601.0,360.1,
RSE7124,RSE7121,RSE7114,10,262.7595114184384,1472.0,147.2,6.4261837031683315
RSE7142,RSE7109,RSE7059,10,553.9508031442463,4105.0,410.5,4.858033839998262
RSE7130,RSE7130,RSE7097,10,315.7200000000001,1604.0,160.4,7.085985037406485
RSE7060,RSE7060,RSE7056,10,1.9197684798576948,2664.0,266.4,0.025942817295374256
RSE7142,RSE7121,RSE7129,10,816.8900000000002,1511.0,151.1,19.462634017207154
RSE7129,RSE7114,RSE7131,10,340.84567963899224,2454.0,245.4,5.000181119398419
RSE7124,RSE7125,RSE7124,9,672.5699999999999,1843.0,204.77777777777777,11.823802495930547
RSE7125,RSE7194,RSE7194,9,246.5,3632.0,403.55555555555554,2.198953744493392
RSE7060,RSE7056,RSE7067,9,515.3397684798578,2041.0,226.77777777777777,8.18079789257589
RSE7059,RSE7109,RSE7385,9,1522.32,2424.0,269.3333333333333,20.347841584158417
RSE7114,RSE7120,RSE7121,9,314.23032404833083,2066.0,229.55555555555554,4.927910212568209
RSE7059,RSE7060,RSE7060,9,970.2900000000001,2042.0,226.88888888888889,15.395394711067583
RSE7059,RSE7385,RSE7144,9,232.63480842544237,2551.0,283.44444444444446,2.9546718122243565
RSE7126,RSE7124,RSE7121,9,262.88625302769753,1590.0,176.66666666666666,5.356927420187045
RSE7097,RSE7097,RSE7097,9,0.0,1525.0,169.44444444444446,
RSE7129,RSE7130,RSE7129,9,512.0100000000001,2437.0,270.77777777777777,6.807190808370949
RSE7131,RSE7132,RSE7129,9,209.0606621551673,1738.0,193.11111111111111,3.8973334026624973
RSE7117,RSE7131,RSE7144,9,311.4694859726937,2456.0,272.8888888888889,4.108962274232604
RSE7114,RSE7131,RSE7385,9,340.6918776562144,3088.0,343.1111111111111,3.5746168510561356
RSE7129,RSE7114,RSE7109,9,0.8961143145074194,2046.0,227.33333333333334,0.01419066656404711
RSE7097,RSE7124,RSE7124,9,0.5121157874548775,999.0,111.0,0.016609160674212243
RSE7120,RSE7121,RSE7124,9,268.52032404833085,951.0,105.66666666666667,9.148326497545657
RSE7116,RSE7116,RSE7116,8,0.0,1435.0,179.375,
RSE7059,RSE7109,RSE7117,8,554.5955486663021,1449.0,181.125,11.02301711634886
RSE7144,RSE7114,RSE7117,8,1.419753145201186,1497.0,187.125,0.027313888164191155
RSE7116,RSE7114,RSE7131,8,341.1827505498514,1946.0,243.25,5.049364448014244
RSE7097,RSE7125,RSE7194,8,247.3373929845166,1945.0,243.125,3.6623737367373157
RSE7142,RSE7116,RSE7116,8,205.0,2611.0,326.375,2.2612026043661433
RSE7067,RSE7068,RSE7068,8,676.16,1529.0,191.125,12.736041857423153
RSE7129,RSE7121,RSE7097,8,566.2600000000001,2329.0,291.125,7.0022705023615295
RSE7121,RSE7097,RSE7121,8,506.90000000000003,949.0,118.625,15.383266596417283
RSE7130,RSE7130,RSE7130,8,0.0,979.0,122.375,
RSE7144,RSE7131,RSE7385,8,310.6518776562144,1255.0,156.875,7.12890364661273
RSE7097,RSE7130,RSE7114,8,515.59,899.0,112.375,16.517232480533927
RSE7120,RSE7097,RSE7097,8,205.36000000000007,840.0,105.0,7.040914285714289
RSE7121,RSE7121,RSE7124,8,268.01,1629.0,203.625,4.7382983425414364
RSE7116,RSE7117,RSE7120,8,673.2700000000001,2774.0,346.75,6.989969718817593
RSE7194,RSE7124,RSE7121,8,262.72497233134663,1017.0,127.125,7.4399992164629145
RSE7067,RSE7068,RSE7401,7,965.66,1570.0,224.28571428571428,15.499765605095542
RSE7116,RSE7142,RSE7124,7,205.54085729602315,1796.0,256.57142857142856,2.883980848474267
RSE7120,RSE7109,RSE7120,7,467.90999999999997,2123.0,303.2857142857143,5.554089495996232
RSE7144,RSE7131,RSE7130,7,310.7137636251479,1338.0,191.14285714285714,5.8520081041507686
RSE8069,RSE8069,RSE7067,7,0.9454519129198041,1214.0,173.42857142857142,0.019625525704760352
RSE7129,RSE7129,RSE7121,7,312.96999999999997,1221.0,174.42857142857142,6.459331695331695
RSE7144,RSE7131,RSE7120,7,310.8959008677327,1440.0,205.71428571428572,5.440678265185322
RSE7097,RSE7130,RSE7131,7,316.14376362514804,1665.0,237.85714285714286,4.784878584596835
RSE7067,RSE8069,RSE8069,7,0.9454519129198041,1778.0,254.0,0.013400105852406674
RSE7385,RSE7109,RSE7117,7,971.2555486663023,3990.0,570.0,6.134245570524015
RSE8069,RSE7068,RSE7068,7,412.83,694.0,99.14285714285714,14.990368876080693
RSE7067,RSE7067,RSE7401,7,0.9095938584530778,778.0,111.14285714285714,0.029462423178685818
RSE7125,RSE7124,RSE7125,7,672.5699999999999,1512.0,216.0,11.209499999999998
RSE7385,RSE7060,RSE7060,7,560.89,2501.0,357.2857142857143,5.651510595761695
RSE7112,RSE7125,RSE7125,7,0.8207637949789318,1811.0,258.7142857142857,0.011420898748464428
RSE7131,RSE7131,RSE7117,7,1.109485972693619,1380.0,197.14285714285714,0.02026017863179652
RSE7117,RSE7131,RSE7132,7,209.74948597269355,1264.0,180.57142857142858,4.181714435531548
RSE7126,RSE7194,RSE7125,7,247.54609161021742,3950.0,564.2857142857143,1.579281394576577
RSE7131,RSE7131,RSE7130,7,0.42376362514796984,1153.0,164.71428571428572,0.009261789552236636
RSE7142,RSE7130,RSE7132,6,339.07042116853415,1474.0,245.66666666666666,4.968738871940528
RSE7129,RSE7121,RSE7121,6,312.97,1806.0,301.0,3.7431627906976748
RSE7059,RSE7109,RSE7059,6,1107.4499999999998,1728.0,288.0,13.843124999999999
RSE7056,RSE7067,RSE7059,6,1392.01,1522.0,253.66666666666666,19.75520105124836
RSE7112,RSE7125,RSE7194,6,247.32076379497894,1010.0,168.33333333333334,5.28923613660549
RSE7114,RSE7130,RSE7097,6,515.5900000000001,2067.0,344.5,5.387878084179972
RSE7068,RSE7059,RSE7059,6,0.6829717250933792,1044.0,174.0,0.014130449484690605
RSE7117,RSE7131,RSE7131,6,1.109485972693619,1003.0,167.16666666666666,0.02389321735810785
RSE7130,RSE7131,RSE7144,6,310.78376362514797,1148.0,191.33333333333334,5.847499385281529
RSE7196,RSE7194,RSE7126,6,1.9355662199176609,4335.0,722.5,0.00964434379474544
RSE7124,RSE7109,RSE7059,6,554.4008450678815,2011.0,335.1666666666667,5.954777848566008
RSE7124,RSE7129,RSE7129,6,0.42904586272379525,1178.0,196.33333333333334,0.007867054868280116
RSE7129,RSE7130,RSE7131,6,256.65376362514803,696.0,116.0,7.965116802159766
RSE7131,RSE7114,RSE7131,6,680.79,1555.0,259.1666666666667,9.456632797427652
RSE7196,RSE7194,RSE7124,6,2.0244469410468593,2936.0,489.3333333333333,0.014893751337401964
RSE7125,RSE7124,RSE7130,6,336.9494933648194,1635.0,272.5,4.451442848122385
RSE7131,RSE7144,RSE7131,6,620.6500000000001,1421.0,236.83333333333334,9.434229415904294
RSE7117,RSE7097,RSE7130,6,316.24179068951895,1131.0,188.5,6.039631015821051
RSE7121,RSE7130,RSE7129,5,256.18094356618104,962.0,192.4,4.793406428473243
RSE7097,RSE7130,RSE7130,5,315.72,1435.0,287.0,3.96025087108014
RSE7121,RSE7120,RSE7059,5,1.246986110312675,2067.0,413.4,0.010859095300255516
RSE7112,RSE7126,RSE7126,5,1.3686456675371148,1510.0,302.0,0.016314981467329844
RSE7144,RSE7114,RSE7120,5,314.31830280253723,677.0,135.4,8.357059749550473
RSE7132,RSE7130,RSE7142,5,339.9004211685341,858.0,171.6,7.130778066472743
RSE7117,RSE7117,RSE7109,5,0.5555486663021932,1511.0,302.2,0.006618051617100913
RSE7124,RSE7097,RSE7097,5,0.5121157874548775,744.0,148.8,0.012389898083585746
RSE7092,RSE7124,RSE7121,5,262.6398425554868,1149.0,229.8,4.114462285464545
RSE7056,RSE7056,RSE7068,5,1.1653070107060992,1173.0,234.6,0.01788194901339283
RSE7131,RSE7114,RSE7116,5,341.3127505498514,1317.0,263.4,4.664866750111865
RSE7117,RSE7121,RSE7124,5,268.6932140469794,1126.0,225.2,4.295273403948161
RSE7112,RSE7116,RSE7142,5,205.52666082117972,1620.0,324.0,2.283629564679775
RSE7097,RSE7142,RSE7117,5,249.65860594961555,1900.0,380.0,2.365186793206884
RSE7120,RSE7097,RSE7125,5,206.19739298451668,1380.0,276.0,2.689531212841522
RSE7129,RSE7130,RSE7109,5,256.7818924543931,1166.0,233.2,3.964042936688744
RSE7059,RSE7109,RSE7142,5,554.5808031442463,899.0,179.8,11.1039537893175
RSE7124,RSE7097,RSE7109,5,0.9912893645025687,1082.0,216.4,0.016490950610948463
RSE7130,RSE7130,RSE7132,5,338.55,2125.0,425.0,2.8677176470588237
RSE7121,RSE7130,RSE7114,5,200.27094356618105,1398.0,279.6,2.5785958399079103
RSE7121,RSE7125,RSE7092,5,379.3888989637336,760.0,152.0,8.985526554404217
RSE7121,RSE7130,RSE7132,5,338.950943566181,1625.0,325.0,3.754533528733082
RSE7117,RSE7142,RSE7097,5,250.04860594961548,982.0,196.4,4.583375669137555
RSE7060,RSE7060,RSE7060,5,0.0,652.0,130.4,
RSE7121,RSE7120,RSE7120,5,0.5103240483308604,912.0,182.4,0.010072185164424877
RSE7124,RSE7114,RSE7131,5,341.19436264514263,1187.0,237.4,5.173966746093148
RSE7109,RSE7385,RSE7385,5,968.28,2001.0,400.2,8.71016491754123
RSE7059,RSE7121,RSE7125,5,1.8419300112213908,1635.0,327.0,0.02027812856390522
RSE7117,RSE7109,RSE7109,5,0.5555486663021932,1932.0,386.4,0.00517591925126267
RSE7401,RSE7067,RSE7067,4,0.9095938584530779,475.0,118.75,0.02757505591941963
RSE7131,RSE7385,RSE7385,4,0.36187765621443296,1312.0,328.0,0.003971827934060849
RSE7120,RSE7109,RSE7117,4,234.7755486663022,1678.0,419.5,2.0147603699611154
RSE7112,RSE7112,RSE7126,4,1.3686456675371148,867.0,216.75,0.022731831156325783
RSE7142,RSE7120,RSE7114,4,314.2268444301875,901.0,225.25,5.022049455931964
RSE7142,RSE7125,RSE7194,4,247.30258067506028,1205.0,301.25,2.955317146656322
RSE7385,RSE7114,RSE7130,4,200.49409691788557,931.0,232.75,3.101090220856662
RSE7194,RSE7125,RSE7109,4,248.35156668274198,1977.0,494.25,1.8089340213613985
RSE7060,RSE7385,RSE7385,4,560.88,1176.0,294.0,6.867918367346939
RSE7114,RSE7097,RSE7142,4,249.74800345653983,698.0,174.5,5.1523943406506785
RSE7109,RSE7109,RSE7121,4,0.732255945997135,1420.0,355.0,0.007425694100252637
RSE7109,RSE7059,RSE8069,4,554.5627391121499,1672.0,418.0,4.776138422975453
RSE7114,RSE7109,RSE7109,4,0.3804346755151741,2864.0,716.0,0.0019128000444897026
RSE7067,RSE7067,RSE7068,4,676.16,498.0,124.5,19.551614457831327
RSE7059,RSE7059,RSE7068,4,0.6829717250933792,393.0,98.25,0.02502491817136046
RSE7116,RSE7142,RSE7129,4,205.57881651326454,610.0,152.5,4.853008127526245
RSE7129,RSE7130,RSE7120,4,256.60631096624707,981.0,245.25,3.7666981426238104
RSE7125,RSE7121,RSE7120,4,1.109223012064445,908.0,227.0,0.017591201953444945
RSE7120,RSE7114,RSE7120,4,627.5900000000001,825.0,206.25,10.954298181818185
RSE7129,RSE7130,RSE7117,4,257.04667885219857,889.0,222.25,4.16363574293775
RSE7117,RSE7114,RSE7132,4,1.2148624504255152,793.0,198.25,0.022060553954763456
RSE7109,RSE7059,RSE7401,4,554.1852583081894,1812.0,453.0,4.404121258078327
RSE7121,RSE7121,RSE7120,4,0.5103240483308604,670.0,167.5,0.01096815865069312
RSE7060,RSE7059,RSE7060,4,1940.93,1625.0,406.25,17.199625846153847
RSE7130,RSE7109,RSE7059,4,553.961892454393,1580.0,395.0,5.048766614774215
RSE7142,RSE7120,RSE7120,4,0.35684443018754997,1017.0,254.25,0.005052664498230796
RSE7112,RSE7112,RSE7117,4,875.85,2642.0,660.5,4.773747161241484
RSE7068,RSE7068,RSE7059,4,0.6829717250933792,720.0,180.0,0.013659434501867584
RSE7385,RSE7385,RSE7131,4,0.36187765621443296,555.0,138.75,0.009389258107185288
RSE7056,RSE7059,RSE7097,4,932.9188502528191,1107.0,276.75,12.135529759386266
RSE7120,RSE7121,RSE7125,4,1.109223012064445,1205.0,301.25,0.013255445123425734
RSE7109,RSE7121,RSE7129,3,313.70225594599714,648.0,216.0,5.228370932433285
RSE7132,RSE7131,RSE7117,3,209.7494859726936,761.0,253.66666666666666,2.9767338350921038
RSE7112,RSE7116,RSE7117,3,212.49666082117972,1248.0,416.0,1.8389134109525167
RSE7125,RSE7126,RSE7194,3,530.4960916102175,2084.0,694.6666666666666,2.7492119910702253
RSE7401,RSE7068,RSE7401,3,576.5699999999999,561.0,187.0,11.099743315508022
RSE7142,RSE7117,RSE7117,3,0.3586059496154849,1004.0,334.6666666666667,0.003857514199051033
RSE7109,RSE7120,RSE7117,3,694.7000000000002,1150.0,383.3333333333333,6.524139130434785
RSE7130,RSE7114,RSE7059,3,200.68807953703904,1404.0,468.0,1.5437544579772235
RSE7131,RSE7120,RSE7120,3,0.6059008677327347,425.0,141.66666666666666,0.015397010285914198
RSE7117,RSE7120,RSE7121,3,461.81032404833087,428.0,142.66666666666666,11.65315770963078
RSE7121,RSE7097,RSE7059,3,254.27885025281918,1129.0,376.3333333333333,2.4324283283706354
RSE7194,RSE7126,RSE7126,3,0.5060916102174051,1071.0,357.0,0.005103444808915009
RSE7092,RSE7194,RSE7196,3,1.885357379678129,1242.0,414.0,0.016394411997201125
RSE7130,RSE7131,RSE7131,3,0.4237636251479698,580.0,193.33333333333334,0.007890770951031162
RSE7120,RSE7109,RSE7060,3,235.32097841546008,1566.0,522.0,1.622903299416966
RSE7131,RSE7120,RSE7097,3,205.96590086773276,709.0,236.33333333333334,3.137421339028933
RSE7120,RSE7097,RSE7129,3,205.76665004294125,623.0,207.66666666666666,3.5670623121408758
RSE7131,RSE7114,RSE7059,3,341.27807953703905,1073.0,357.6666666666667,3.435044975768893
RSE7131,RSE7120,RSE7109,3,234.8259008677327,920.0,306.6666666666667,2.7566518797516446
RSE7125,RSE7092,RSE7112,3,379.250254561093,882.0,294.0,4.643880668095016
RSE7109,RSE7120,RSE7142,3,234.04684443018755,274.0,91.33333333333333,9.22520408702929
RSE7385,RSE7131,RSE7117,3,1.471363628908052,552.0,184.0,0.028787549261244497
RSE7067,RSE7401,RSE7401,3,0.9095938584530779,325.0,108.33333333333333,0.030226503603979205
RSE7112,RSE7116,RSE7116,3,0.5266608211797268,1082.0,360.6666666666667,0.005256873261313354
RSE8069,RSE7068,RSE7056,3,413.9953070107061,490.0,163.33333333333334,9.124794521868624
RSE7125,RSE7126,RSE7125,3,1061.79,2195.0,731.6666666666666,5.224297038724374
RSE7112,RSE7117,RSE7059,3,876.7127903524516,2015.0,671.6666666666666,4.699006519010659
RSE7142,RSE7130,RSE7129,3,256.30042116853417,533.0,177.66666666666666,5.1933293595125125
RSE7130,RSE7120,RSE7109,3,234.59631096624705,844.0,281.3333333333333,3.0019433156818343
RSE7097,RSE7097,RSE7124,3,0.5121157874548775,453.0,151.0,0.012209383012169266
RSE7132,RSE7129,RSE7130,3,256.6506621551673,516.0,172.0,5.371758045108153
RSE7060,RSE7060,RSE7059,3,970.64,550.0,183.33333333333334,19.059839999999998
RSE7144,RSE7131,RSE7144,3,620.6500000000001,794.0,264.6666666666667,8.442090680100756
RSE7059,RSE7120,RSE7114,3,314.6066620619818,543.0,181.0,6.257370074160964
RSE7117,RSE7124,RSE7125,3,337.107608373347,1112.0,370.6666666666667,3.2740667000289094
RSE7130,RSE7129,RSE7097,3,256.1866500429412,730.0,243.33333333333334,3.790158658169541
RSE7059,RSE7097,RSE7125,3,1.8262432373358168,1485.0,495.0,0.013281768998805942
RSE7112,RSE7114,RSE7131,3,341.69483403188354,1060.0,353.3333333333333,3.481419063721078
RSE7131,RSE7130,RSE7129,3,256.203763625148,479.0,159.66666666666666,5.776619305118159
RSE7144,RSE7131,RSE7109,3,310.93157882693464,622.0,207.33333333333334,5.398811979631662
RSE7056,RSE7059,RSE7060,3,1902.22,1038.0,346.0,19.791884393063587
RSE7109,RSE7120,RSE7130,3,234.06631096624702,516.0,172.0,4.899062322549357
RSE7059,RSE7120,RSE7097,3,206.09666206198185,426.0,142.0,5.224985798754469
RSE7131,RSE7131,RSE7120,3,0.6059008677327347,601.0,200.33333333333334,0.010888068837792904
RSE7109,RSE7097,RSE7129,3,0.8858236199889017,913.0,304.3333333333333,0.010478526939627754
RSE7401,RSE7056,RSE7056,3,1.4233285234868907,433.0,144.33333333333334,0.03550103476595478
RSE7142,RSE7097,RSE7132,3,250.34656668057872,858.0,286.0,3.1512155246506413
RSE7129,RSE7124,RSE7125,3,336.6590458627238,1057.0,352.3333333333333,3.439846447793205
RSE7121,RSE7121,RSE7125,3,0.5988989637335848,1556.0,518.6666666666666,0.004156882267559586
RSE7125,RSE7092,RSE7125,3,758.87,254.0,84.66666666666667,32.266913385826776
RSE7109,RSE7109,RSE7060,3,1.1009784154600883,912.0,304.0,0.013037902288343152
RSE7059,RSE7059,RSE7385,3,1.1148084254423707,1124.0,374.6666666666667,0.010711682379695378
RSE7116,RSE7142,RSE7114,3,205.6246162734766,853.0,284.3333333333333,2.6034535237439007
RSE7116,RSE7117,RSE7116,3,423.94,345.0,115.0,13.271165217391305
RSE7067,RSE7056,RSE7112,3,516.7363520621857,1613.0,537.6666666666666,3.459859021867084
RSE7097,RSE7109,RSE7060,3,1.5801519925077796,1415.0,471.6666666666667,0.012060524041755491
RSE7059,RSE7109,RSE7130,3,554.591892454393,763.0,254.33333333333334,7.850055620586427
RSE7092,RSE7116,RSE7117,3,212.56828541230655,1145.0,381.6666666666667,2.0050109017055986
RSE7126,RSE7194,RSE7196,3,1.9355662199176606,840.0,280.0,0.024885851398941353
RSE7126,RSE7125,RSE7121,3,532.3988989637335,452.0,150.66666666666666,12.721035638956465
RSE7109,RSE7109,RSE7117,3,0.5555486663021932,739.0,246.33333333333334,0.008118979155701877
RSE7144,RSE7385,RSE7144,3,463.04,1060.0,353.3333333333333,4.717766037735849
RSE7117,RSE7142,RSE7121,3,504.2786059496155,507.0,169.0,10.7420294758498
RSE7109,RSE7068,RSE7401,3,290.6941855525441,843.0,281.0,3.7241959714916684
RSE7068,RSE7067,RSE7401,3,670.069593858453,309.0,103.0,23.419908134858552
RSE7109,RSE7130,RSE7129,3,256.3318924543931,680.0,226.66666666666666,4.071153586040361
RSE7117,RSE7116,RSE7117,3,423.94,271.0,90.33333333333333,16.895025830258305
RSE7142,RSE7114,RSE7131,3,340.95461627347663,942.0,314.0,3.90903381714814
RSE7097,RSE7142,RSE7109,3,249.84080314424634,1108.0,369.3333333333333,2.4352713663879606
RSE7116,RSE7142,RSE7125,3,205.80258067506028,1005.0,335.0,2.2116098221797524
RSE7132,RSE7132,RSE7132,3,0.0,485.0,161.66666666666666,
RSE7067,RSE7067,RSE7067,2,0.0,1276.0,638.0,
RSE7116,RSE7121,RSE7129,2,313.49008532010225,332.0,166.0,6.798580163568483
RSE7131,RSE7060,RSE7059,2,971.5118095391783,1007.0,503.5,6.946261200280123
RSE7124,RSE7194,RSE7196,2,2.0244469410468593,294.0,147.0,0.04957829243380064
RSE8069,RSE7067,RSE7067,2,0.9454519129198042,366.0,183.0,0.018599054024651885
RSE7060,RSE7131,RSE7132,2,209.5118095391784,413.0,206.5,3.6525061227169116
RSE7109,RSE7117,RSE7117,2,0.5555486663021932,290.0,145.0,0.013792932404744107
RSE7059,RSE7067,RSE7056,2,516.0792458308258,1296.0,648.0,2.8671069212823657
RSE7125,RSE7120,RSE7109,2,235.3147062068235,621.0,310.5,2.728286448774765
RSE7142,RSE7130,RSE7114,2,200.39042116853415,477.0,238.5,3.0247610742420252
RSE7116,RSE7117,RSE7059,2,212.83279035245167,1256.0,628.0,1.2200605816382581
RSE7144,RSE7385,RSE7056,2,233.50273582102588,838.0,419.0,2.0062287564575016
RSE7056,RSE7056,RSE8069,2,1.480368268625695,700.0,350.0,0.015226645048721435
RSE7129,RSE7097,RSE7121,2,254.01665004294122,403.0,201.5,4.538262730295725
RSE7125,RSE7109,RSE7059,2,554.7215666827419,686.0,343.0,5.82215055410458
RSE7067,RSE7068,RSE7059,2,676.8429717250933,124.0,62.0,39.30055964855381
RSE7117,RSE7117,RSE7097,2,0.5217906895189575,436.0,218.0,0.008616726982881866
RSE7109,RSE7109,RSE7144,2,0.9379776525788786,508.0,254.0,0.01329417145387387
RSE7121,RSE7097,RSE7132,2,253.94656668057874,452.0,226.0,4.045166548894175
RSE7130,RSE7114,RSE7130,2,399.74,576.0,288.0,4.9967500000000005
RSE7114,RSE7114,RSE7120,2,313.72,1367.0,683.5,1.652365764447696
RSE7112,RSE7194,RSE7196,2,2.3193483041756133,472.0,236.0,0.035379889385729696
RSE7059,RSE7068,RSE7068,2,0.6829717250933792,293.0,146.5,0.01678292293744823
RSE7194,RSE7125,RSE7097,2,247.87739298451663,530.0,265.0,3.367390999034943
RSE7124,RSE7121,RSE7131,2,262.9547045177455,490.0,245.0,3.8638242296485052
RSE7112,RSE7117,RSE7117,2,875.85,515.0,257.5,12.244893203883496
RSE7125,RSE7092,RSE7116,2,379.38828541230663,536.0,268.0,5.096260550314566
RSE7097,RSE7142,RSE7120,2,249.65684443018756,422.0,211.0,4.259548056628793
RSE7129,RSE7124,RSE7124,2,0.42904586272379525,328.0,164.0,0.009418079913449165
RSE7117,RSE7097,RSE7124,2,1.033906476973835,1596.0,798.0,0.004664239745746625
RSE7120,RSE7131,RSE7131,2,0.6059008677327347,280.0,140.0,0.015580308027413175
RSE7114,RSE7117,RSE7112,2,1.5139567630848458,787.0,393.5,0.013850684490738108
RSE7117,RSE7121,RSE7129,2,313.6532140469795,437.0,218.5,5.1677417417351315
RSE7125,RSE7126,RSE7092,2,530.9011988879754,512.0,256.0,7.465798109362154
RSE7109,RSE7120,RSE7109,2,467.90999999999997,430.0,215.0,7.834772093023255
RSE7109,RSE7056,RSE7056,2,1.1252623856616308,1532.0,766.0,0.005288439410420197
RSE7125,RSE7092,RSE7092,2,378.79,1622.0,811.0,1.681435265104809
RSE7130,RSE7097,RSE7124,2,316.23211578745486,213.0,106.5,10.689536308308334
RSE7385,RSE7120,RSE7097,2,206.29421682041752,425.0,212.5,3.494866732016485
RSE7097,RSE7121,RSE7097,2,506.9,345.0,172.5,10.578782608695652
RSE7117,RSE7120,RSE7130,2,461.67631096624706,298.0,149.0,11.154595432741539
RSE7109,RSE7120,RSE7131,2,234.29590086773274,326.0,163.0,5.174633393397778
RSE7132,RSE7130,RSE7117,2,340.19667885219854,425.0,212.5,5.763331971143129
RSE7129,RSE7131,RSE7144,2,310.96627139648217,712.0,356.0,3.1446027444588083
RSE7097,RSE7131,RSE7144,2,311.0597743868653,423.0,211.5,5.294634457648771
RSE7132,RSE7130,RSE7121,2,339.780943566181,230.0,115.0,10.636620842071753
RSE7116,RSE7116,RSE7120,2,0.5548945398740797,854.0,427.0,0.004678267783481702
RSE7097,RSE7109,RSE7068,2,1.6733591295918364,917.0,458.5,0.013138697636926088
RSE7059,RSE7059,RSE7067,2,0.6592458308258985,1294.0,647.0,0.003668137544008091
RSE7121,RSE7130,RSE7131,2,0.8247071913290065,409.0,204.5,0.014518072805791801
RSE7124,RSE7114,RSE7120,2,314.58436264514273,949.0,474.5,2.3867306754952873
RSE7401,RSE7068,RSE7060,2,288.2017860865814,630.0,315.0,3.293734698132359
RSE7130,RSE7129,RSE7124,2,256.20904586272377,418.0,209.0,4.413170167970362
RSE7120,RSE7109,RSE7056,2,235.34526238566164,1046.0,523.0,1.6199673892703288
RSE7125,RSE7097,RSE7120,2,205.52739298451664,503.0,251.5,2.9419428021640552
RSE7109,RSE7097,RSE7125,2,1.3165665615643347,473.0,236.5,0.020040759499499388
RSE7097,RSE7125,RSE7125,2,0.8373929845166436,432.0,216.0,0.01395654974194406
RSE7092,RSE7126,RSE7194,2,1.417290498192829,830.0,415.0,0.012294568177094421
RSE7097,RSE7142,RSE7121,2,753.22,311.0,155.5,17.43789067524116
RSE7132,RSE7129,RSE7129,2,0.4206621551672922,254.0,127.0,0.01192428156379726
RSE7116,RSE7120,RSE7109,2,234.77489453987408,906.0,453.0,1.8657607513102576
RSE7068,RSE7059,RSE7060,2,970.9729717250933,444.0,222.0,15.745507649596107
RSE7121,RSE7121,RSE7114,2,0.6295114184383954,307.0,153.5,0.014763785709304386
RSE7130,RSE7097,RSE7109,2,316.19917357704776,335.0,167.5,6.795922536581325
RSE7120,RSE7120,RSE7121,2,0.5103240483308604,327.0,163.5,0.011236492807285
RSE7385,RSE7385,RSE7059,2,1.1148084254423707,637.0,318.5,0.0126006603817662
RSE7097,RSE7120,RSE7059,2,205.4266620619818,751.0,375.5,1.9694699958006243
RSE7109,RSE7121,RSE7125,2,1.3311549097307198,415.0,207.5,0.02309473578327996
RSE7130,RSE7142,RSE7121,2,504.44042116853416,1268.0,634.0,2.864330467203033
RSE7129,RSE7121,RSE7120,2,313.4803240483309,405.0,202.5,5.5729835386369935
RSE7109,RSE7385,RSE7109,2,1938.98,1565.0,782.5,8.92054696485623
RSE7097,RSE7121,RSE7120,2,254.12032404833087,2102.0,1051.0,0.8704406913168327
RSE7132,RSE7131,RSE7120,2,209.24590086773273,431.0,215.5,3.4955231699482034
RSE7114,RSE7131,RSE7114,2,680.79,1525.0,762.5,3.214221639344262
RSE7132,RSE7114,RSE7117,2,1.2148624504255152,369.0,184.5,0.023704633179034443
RSE7068,RSE7067,RSE7067,2,669.16,519.0,259.5,9.28314450867052
RSE7112,RSE7120,RSE7109,2,235.2989846999135,1146.0,573.0,1.478318228481132
RSE7117,RSE7114,RSE7144,2,1.4197531452011858,611.0,305.5,0.01673031529533312
RSE7144,RSE7385,RSE7059,2,232.6348084254424,573.0,286.5,2.9231598964453496
RSE7142,RSE7109,RSE7109,2,0.5408031442463191,365.0,182.5,0.010667897639927391
RSE7092,RSE7112,RSE7112,2,0.46025456109300833,948.0,474.0,0.003495604261465886
