before_before_rse_id,before_rse_id,rse_id,frequency,distance,total_time,avg_time,avg_speed
RSE7056,RSE7067,RSE8069,122,514.3654519129196,33828.0,277.27868852459017,6.678175076272741
RSE7385,RSE7144,RSE7144,122,231.52000000000038,11394.0,93.39344262295081,8.924309636650884
RSE7121,RSE7124,RSE7124,121,268.0099999999993,11972.0,98.94214876033058,9.75151653859002
RSE7109,RSE7059,RSE7059,120,553.4100000000017,21328.0,177.73333333333332,11.209354838709713
RSE7125,RSE7125,RSE7126,120,529.9899999999993,18085.0,150.70833333333334,12.659976776333961
RSE7125,RSE7125,RSE7125,118,0.0,19708.0,167.01694915254237,
RSE8069,RSE8069,RSE7068,112,412.8300000000011,18008.0,160.78571428571428,9.243283873833878
RSE7132,RSE7131,RSE7114,109,549.0999999999988,14980.0,137.43119266055047,14.383634178905174
RSE7120,RSE7114,RSE7131,107,654.2000000000021,11914.0,111.34579439252336,21.15140506966601
RSE7124,RSE7121,RSE7120,107,262.64032404833074,17246.0,161.17757009345794,5.866232913337411
RSE7109,RSE7109,RSE7059,105,553.4100000000014,22598.0,215.21904761904761,9.25696875829722
RSE7068,RSE7068,RSE8069,103,411.9000000000008,14270.0,138.54368932038835,10.703049754730223
RSE7401,RSE7068,RSE7068,101,287.06999999999977,14107.0,139.67326732673268,7.399067980435238
RSE7109,RSE7385,RSE7144,101,1199.8000000000002,14421.0,142.78217821782178,30.25083420012482
RSE7194,RSE7196,RSE7196,100,1.4294746097002546,24449.0,244.49,0.02104833978862496
RSE7144,RSE7385,RSE7385,99,231.52000000000035,13460.0,135.95959595959596,6.130291827637453
RSE7109,RSE7114,RSE7130,97,749.9700000000003,15827.0,163.16494845360825,16.547009793391044
RSE7132,RSE7131,RSE7131,94,208.63999999999973,9736.0,103.57446808510639,7.2518258011503605
RSE7092,RSE7125,RSE7125,93,380.0800000000009,15767.0,169.53763440860214,8.070703621487937
RSE7126,RSE7126,RSE7126,91,0.0,16278.0,178.87912087912088,
RSE7130,RSE7114,RSE7117,90,200.69145034266447,15239.0,169.32222222222222,4.266948612837017
RSE7125,RSE7124,RSE7124,88,336.3400000000001,10643.0,120.94318181818181,10.01151104012027
RSE7114,RSE7120,RSE7109,87,547.9400000000013,17304.0,198.89655172413794,9.917638002773948
RSE7097,RSE7121,RSE7125,86,254.20889896373384,16285.0,189.36046511627907,4.8328569308671785
RSE7112,RSE7092,RSE7126,85,1.371453449068436,14208.0,167.1529411764706,0.029537215330443515
RSE7131,RSE7131,RSE7132,84,208.63999999999976,12143.0,144.5595238095238,5.195811249279415
RSE7060,RSE7385,RSE7144,84,792.3999999999976,12285.0,146.25,19.50523076923071
RSE7117,RSE7116,RSE7142,84,416.9700000000005,6673.0,79.44047619047619,18.895808182226908
RSE7120,RSE7109,RSE7109,84,234.21999999999994,11573.0,137.77380952380952,6.120118206169531
RSE7059,RSE7059,RSE7059,84,0.0,15215.0,181.13095238095238,
RSE7126,RSE7125,RSE7194,81,778.3000000000011,10299.0,127.14814814814815,22.03634139236822
RSE7130,RSE7114,RSE7131,81,540.2000000000015,8462.0,104.46913580246914,18.615258804065288
RSE7131,RSE7131,RSE7131,75,0.0,11199.0,149.32,
RSE7125,RSE7124,RSE7097,73,336.8521157874554,10407.0,142.56164383561645,8.506268475924212
RSE7126,RSE7126,RSE7125,73,531.8000000000001,11164.0,152.93150684931507,12.51854532425654
RSE7144,RSE7131,RSE7132,70,518.9300000000002,9842.0,140.6,13.286970128022764
RSE7194,RSE7125,RSE7126,69,777.0300000000003,9452.0,136.9855072463768,20.42046677951757
RSE7117,RSE7117,RSE7114,69,0.8214503426639296,9479.0,137.3768115942029,0.021526349310868248
RSE7121,RSE7097,RSE7097,68,253.29000000000045,8440.0,124.11764705882354,7.3466104265402965
RSE7060,RSE7059,RSE7059,66,970.6399999999995,10120.0,153.33333333333334,22.78893913043477
RSE7124,RSE7125,RSE7092,65,715.0200000000013,6113.0,94.04615384615384,27.37030590544746
RSE7097,RSE7121,RSE7121,65,253.61000000000024,9876.0,151.93846153846152,6.008985419198062
RSE7126,RSE7125,RSE7125,65,531.7999999999996,9579.0,147.36923076923077,12.991042906357649
RSE7125,RSE7125,RSE7092,65,378.7900000000006,8715.0,134.07692307692307,10.170609294320155
RSE7124,RSE7097,RSE7120,65,205.2021157874548,15798.0,243.04615384615386,3.0394540507826573
RSE7124,RSE7121,RSE7129,64,575.1000000000005,8408.0,131.375,15.759162702188405
RSE7097,RSE7120,RSE7120,64,204.69000000000008,9977.0,155.890625,4.726929537937258
RSE7132,RSE7130,RSE7097,64,655.1000000000003,10393.0,162.390625,14.522759549696918
RSE7121,RSE7125,RSE7194,62,247.09889896373352,12225.0,197.17741935483872,4.511449836294914
RSE7385,RSE7109,RSE7059,62,1524.1100000000006,19020.0,306.7741935483871,17.885454889589916
RSE8069,RSE7067,RSE7056,61,516.3654519129195,8426.0,138.13114754098362,13.457613724196193
RSE7130,RSE7130,RSE7114,60,199.8700000000002,10295.0,171.58333333333334,4.193484215638664
RSE7385,RSE7385,RSE7060,60,560.8899999999996,13672.0,227.86666666666667,8.861339964891744
RSE7124,RSE7121,RSE7121,59,262.12999999999965,7938.0,134.54237288135593,7.013909297052145
RSE7129,RSE7130,RSE7130,59,256.2299999999997,7335.0,124.32203389830508,7.419666257668704
RSE7116,RSE7117,RSE7117,58,211.96999999999983,8833.0,152.29310344827587,5.010679950186796
RSE7068,RSE7067,RSE7056,58,1184.5800000000004,5113.0,88.15517241379311,48.37479053393312
RSE7097,RSE7097,RSE7120,56,204.69000000000003,8426.0,150.46428571428572,4.897401376691195
RSE7194,RSE7125,RSE7092,56,625.8300000000012,8039.0,143.55357142857142,15.694405771862202
RSE7121,RSE7120,RSE7109,55,234.73032404833094,12368.0,224.87272727272727,3.7578108151333707
RSE7144,RSE7385,RSE7060,54,792.4099999999992,13399.0,248.12962962962962,11.49671647137845
RSE7112,RSE7117,RSE7114,54,876.6714503426634,15423.0,285.6111111111111,11.050050570356857
RSE7116,RSE7142,RSE7097,53,454.6899999999997,8331.0,157.18867924528303,10.413498019445438
RSE7120,RSE7120,RSE7109,52,234.21999999999983,8024.0,154.30769230769232,5.464354935194413
RSE7117,RSE7120,RSE7109,51,695.5200000000002,17347.0,340.1372549019608,7.361357698737537
RSE7124,RSE7125,RSE7126,50,866.2200000000006,10814.0,216.28,14.418309598668404
RSE8069,RSE7068,RSE7067,50,1081.9900000000025,4974.0,99.48,39.1552472858867
RSE7385,RSE7385,RSE7385,50,0.0,9004.0,180.08,
RSE7097,RSE7120,RSE7114,49,518.5599999999995,4086.0,83.38775510204081,22.38717180616738
RSE7132,RSE7131,RSE7144,49,519.0,6825.0,139.28571428571428,13.414153846153846
RSE7117,RSE7120,RSE7114,48,775.17,5936.0,123.66666666666667,22.565595687331538
RSE7109,RSE7109,RSE7120,48,233.68999999999997,7022.0,146.29166666666666,5.7507308459128454
RSE7097,RSE7121,RSE7129,47,566.5800000000006,8776.0,186.72340425531914,10.923579762989984
RSE7121,RSE7121,RSE7129,46,312.9699999999998,7131.0,155.02173913043478,7.2679612957509425
RSE7121,RSE7121,RSE7097,46,253.29000000000025,5482.0,119.17391304347827,7.651372491791324
RSE7130,RSE7114,RSE7120,46,513.5900000000001,9863.0,214.41304347826087,8.62318807665011
RSE7131,RSE7132,RSE7130,46,548.0199999999998,5319.0,115.6304347826087,17.06187478849407
RSE7059,RSE7056,RSE7056,46,932.3499999999992,9088.0,197.56521739130434,16.989124119718298
RSE7132,RSE7130,RSE7114,44,539.25,4931.0,112.06818181818181,17.322490367065505
RSE7131,RSE7114,RSE7109,44,340.8404346755147,9036.0,205.36363636363637,5.9748920819612135
RSE7092,RSE7125,RSE7194,44,626.5800000000007,3307.0,75.1590909090909,30.012177804656826
RSE7125,RSE7124,RSE7129,44,336.7690458627239,8445.0,191.9318181818182,6.316662743002423
RSE7056,RSE7059,RSE7109,43,1485.970000000001,7973.0,185.41860465116278,28.85089125799575
RSE7121,RSE7097,RSE7130,43,569.0100000000008,4254.0,98.93023255813954,20.705864598025414
RSE7114,RSE7117,RSE7117,43,0.8214503426639296,6257.0,145.51162790697674,0.020322920416234028
RSE7114,RSE7120,RSE7097,42,519.0800000000004,7349.0,174.97619047619048,10.679670159205342
RSE7109,RSE7109,RSE7109,42,0.0,9112.0,216.95238095238096,
RSE7385,RSE7060,RSE7056,39,562.8097684798572,13839.0,354.84615384615387,5.709841136973188
RSE7132,RSE7130,RSE7129,39,595.1599999999999,7176.0,184.0,11.644434782608693
RSE7059,RSE7109,RSE7114,39,1104.1399999999996,8784.0,225.23076923076923,17.64813934426229
RSE7124,RSE7124,RSE7121,39,262.1299999999999,5695.0,146.02564102564102,6.462344512730462
RSE7059,RSE7059,RSE7060,39,970.2900000000006,7998.0,205.07692307692307,17.032847711927992
RSE7144,RSE7144,RSE7385,38,231.52000000000024,5179.0,136.28947368421052,6.11545394863874
RSE7109,RSE7059,RSE7060,37,1523.700000000002,9030.0,244.05405405405406,22.47584053156149
RSE8069,RSE8069,RSE8069,37,0.0,11501.0,310.8378378378378,
RSE7132,RSE7132,RSE7131,36,208.6400000000001,4997.0,138.80555555555554,5.411195517310389
RSE7385,RSE7144,RSE7131,36,541.8100000000009,3119.0,86.63888888888889,22.51316960564287
RSE7097,RSE7142,RSE7116,36,454.2999999999997,4879.0,135.52777777777777,12.067489239598272
RSE7196,RSE7196,RSE7196,35,0.0,5920.0,169.14285714285714,
RSE7144,RSE7144,RSE7131,35,310.2900000000002,4676.0,133.6,8.361107784431143
RSE7097,RSE7124,RSE7125,34,336.7421157874545,7738.0,227.58823529411765,5.326600539207086
RSE7116,RSE7117,RSE7114,34,212.79145034266412,5301.0,155.91176470588235,4.913350975654045
RSE7385,RSE7385,RSE7109,34,970.7000000000005,7089.0,208.5,16.76028776978418
RSE7097,RSE7114,RSE7131,33,340.7780034565398,4054.0,122.84848484848484,9.986291763847294
RSE7142,RSE7097,RSE7130,33,565.4099999999999,5799.0,175.72727272727272,11.583153647180547
RSE7109,RSE7109,RSE7097,33,0.4791735770476909,4125.0,125.0,0.013800199018973499
RSE7130,RSE7097,RSE7121,33,569.33,4403.0,133.42424242424244,15.361436293436295
RSE7109,RSE7109,RSE7385,33,968.2799999999995,6726.0,203.8181818181818,17.10253702051739
RSE7132,RSE7131,RSE7385,33,209.00187765621442,5795.0,175.6060606060606,4.284628656696856
RSE7131,RSE7114,RSE7130,33,540.3299999999998,4868.0,147.5151515151515,13.18636072308956
RSE7121,RSE7097,RSE7114,33,253.73800345653967,3007.0,91.12121212121212,10.024634123923152
RSE7129,RSE7129,RSE7130,32,256.2299999999998,5249.0,164.03125,5.623489426557435
RSE7097,RSE7130,RSE7132,32,654.2699999999996,5953.0,186.03125,12.661163111036446
RSE7124,RSE7124,RSE7124,32,0.0,4695.0,146.71875,
RSE7401,RSE7068,RSE8069,31,698.97,3756.0,121.16129032258064,20.768118210862625
RSE7132,RSE7132,RSE7130,31,339.3799999999999,4398.0,141.8709677419355,8.611825375170529
RSE7059,RSE7068,RSE8069,31,412.58297172509293,5904.0,190.4516129032258,7.798824465535294
RSE7097,RSE7109,RSE7109,30,0.4791735770476909,5739.0,191.3,0.009017380435816453
RSE7059,RSE7059,RSE7056,30,932.3499999999996,6948.0,231.6,14.492487046632117
RSE7116,RSE7142,RSE7121,29,708.9199999999997,5357.0,184.72413793103448,13.815801381370166
RSE7131,RSE7114,RSE7097,29,340.90800345653963,5527.0,190.58620689655172,6.439441932488283
RSE7109,RSE7059,RSE7068,29,554.092971725093,7074.0,243.93103448275863,8.177453526731652
RSE7114,RSE7130,RSE7130,29,199.86999999999992,9745.0,336.0344827586207,2.1412445356593115
RSE7124,RSE7121,RSE7109,29,262.8622559459972,6243.0,215.27586206896552,4.3957743906394535
RSE7114,RSE7120,RSE7120,28,313.72000000000014,4975.0,177.67857142857142,6.356377085427138
RSE7196,RSE7125,RSE7124,28,337.9927223240853,14938.0,533.5,2.280738145017258
RSE7056,RSE7060,RSE7385,28,562.7997684798576,7242.0,258.64285714285717,7.8335013342681075
RSE7059,RSE7097,RSE7121,28,254.59885025281915,6300.0,225.0,4.073581604045106
RSE7385,RSE7131,RSE7132,28,209.00187765621442,3944.0,140.85714285714286,5.341630138880936
RSE7130,RSE7097,RSE7142,28,565.0199999999994,2910.0,103.92857142857143,19.571826804123692
RSE7060,RSE7068,RSE8069,28,413.03178608658123,7332.0,261.85714285714283,5.678342067311429
RSE7144,RSE7385,RSE7109,27,1202.220000000001,6432.0,238.22222222222223,18.167876865671655
RSE7059,RSE7109,RSE7121,27,554.7722559459975,6773.0,250.85185185185185,7.961592097733789
RSE7097,RSE7120,RSE7117,27,665.7,4756.0,176.14814814814815,13.605138772077376
RSE7117,RSE7116,RSE7116,26,211.96999999999997,3519.0,135.34615384615384,5.63807672634271
RSE7056,RSE7059,RSE7059,26,931.9300000000002,6221.0,239.26923076923077,14.021644108664205
RSE7112,RSE7117,RSE7120,26,1337.1499999999992,11425.0,439.4230769230769,10.954681838074391
RSE7144,RSE7144,RSE7144,26,0.0,3296.0,126.76923076923077,
RSE7130,RSE7129,RSE7129,26,255.77999999999994,3594.0,138.23076923076923,6.661382303839732
RSE7121,RSE7129,RSE7129,25,312.9700000000002,4273.0,170.92,6.591926047273583
RSE7120,RSE7120,RSE7097,24,205.36,3003.0,125.125,5.908459540459541
RSE7126,RSE7125,RSE7092,23,910.5900000000001,4946.0,215.04347826086956,15.244005661140319
RSE7385,RSE7131,RSE7114,23,340.8218776562144,3746.0,162.8695652173913,7.533382666827163
RSE7121,RSE7097,RSE7117,23,253.8117906895189,5818.0,252.95652173913044,3.612171926622923
RSE7131,RSE7132,RSE7132,23,208.63999999999996,4245.0,184.56521739130434,4.069585865724381
RSE7056,RSE7056,RSE7401,23,1.4233285234868907,4455.0,193.69565217391303,0.026453782658746254
RSE7121,RSE7121,RSE7121,23,0.0,3485.0,151.52173913043478,
RSE7068,RSE7068,RSE7068,23,0.0,2996.0,130.2608695652174,
RSE7142,RSE7116,RSE7117,23,416.96999999999997,5013.0,217.95652173913044,6.887116696588868
RSE7116,RSE7116,RSE7142,23,205.0,3054.0,132.7826086956522,5.55795677799607
RSE7117,RSE7120,RSE7097,23,666.66,2660.0,115.65217391304348,20.751672180451127
RSE7132,RSE7131,RSE7109,22,209.2815788269346,4341.0,197.3181818181818,3.8182679205466994
RSE7109,RSE7097,RSE7142,22,249.77917357704783,1833.0,83.31818181818181,10.792422557175227
RSE7121,RSE7109,RSE7059,22,554.1422559459971,6705.0,304.77272727272725,6.545572956140638
RSE7120,RSE7097,RSE7124,21,205.87211578745493,2456.0,116.95238095238095,6.3371058442718216
RSE7125,RSE7194,RSE7125,21,493.5400000000002,9221.0,439.0952380952381,4.046375013556015
RSE7112,RSE7125,RSE7124,21,337.16076379497906,5408.0,257.5238095238095,4.7132680737611725
RSE7060,RSE7059,RSE7109,21,1524.68,3635.0,173.0952380952381,31.709988445667125
RSE7126,RSE7092,RSE7112,21,1.3714534490684323,4178.0,198.95238095238096,0.024816151447959185
RSE7116,RSE7116,RSE7117,21,211.9699999999999,3887.0,185.0952380952381,4.122699253923332
RSE7117,RSE7117,RSE7120,20,461.3,5471.0,273.55,6.0708462803874985
RSE7060,RSE7060,RSE7385,20,560.8799999999999,5186.0,259.3,7.7869957578094855
RSE7114,RSE7130,RSE7132,20,538.4200000000001,2362.0,118.1,16.412464013547844
RSE7130,RSE7130,RSE7129,20,255.78000000000003,4206.0,210.3,4.378544935805992
RSE7117,RSE7097,RSE7121,20,254.13179068951894,2755.0,137.75,6.641556780270549
RSE7125,RSE7124,RSE7120,20,337.10900794363914,4814.0,240.7,5.04192949147113
RSE7114,RSE7097,RSE7121,20,254.05800345653975,3088.0,154.4,5.923632204945227
RSE7131,RSE7109,RSE7059,19,554.0515788269348,6407.0,337.2105263157895,5.914956764751419
RSE7097,RSE7097,RSE7121,19,253.61000000000004,3616.0,190.31578947368422,4.797268805309735
RSE7117,RSE7117,RSE7116,19,211.96999999999989,2320.0,122.10526315789474,6.2494603448275825
RSE7385,RSE7385,RSE7144,19,231.52000000000007,4773.0,251.21052631578948,3.3178227529855446
RSE7130,RSE7132,RSE7131,19,547.1899999999999,2398.0,126.21052631578948,15.607921601334445
RSE7114,RSE7117,RSE7116,19,212.79145034266378,2451.0,129.0,5.938366056074338
RSE7132,RSE7130,RSE7130,19,339.38000000000005,2743.0,144.3684210526316,8.462847976667883
RSE7056,RSE7060,RSE7060,19,1.9197684798576948,5113.0,269.10526315789474,0.025682019171184494
RSE7120,RSE7120,RSE7120,18,0.0,2306.0,128.11111111111111,
RSE7132,RSE7131,RSE7060,18,209.51180953917827,7414.0,411.8888888888889,1.8311795600402954
RSE7067,RSE7067,RSE7056,18,515.42,3845.0,213.61111111111111,8.686402080624188
RSE7112,RSE7092,RSE7125,17,380.540254561093,3685.0,216.76470588235293,6.319962979413539
RSE7129,RSE7130,RSE7132,17,594.78,2239.0,131.7058823529412,16.257497096918264
RSE7109,RSE7109,RSE7114,17,550.1000000000001,5421.0,318.88235294117646,6.210315439955729
RSE7120,RSE7109,RSE7385,17,1202.5,6572.0,386.5882352941176,11.19796104686549
RSE7121,RSE7125,RSE7125,16,0.5988989637335849,3062.0,191.375,0.01126602884097142
RSE7129,RSE7129,RSE7129,16,0.0,2857.0,178.5625,
RSE7120,RSE7120,RSE7117,16,461.01000000000016,2393.0,149.5625,11.096605098203096
RSE7121,RSE7129,RSE7130,16,569.2000000000002,2517.0,157.3125,13.025792610250301
RSE7114,RSE7120,RSE7117,16,774.73,3889.0,243.0625,11.474530213422474
RSE7385,RSE7131,RSE7131,16,0.36187765621443285,2540.0,158.75,0.008206359448012335
RSE7142,RSE7120,RSE7109,15,234.57684443018752,5314.0,354.26666666666665,2.3837315768216274
RSE7056,RSE7056,RSE7060,15,1.9197684798576946,3606.0,240.4,0.028748612843126874
RSE7401,RSE7068,RSE7059,15,287.75297172509346,3088.0,205.86666666666667,5.031949635089069
RSE7121,RSE7125,RSE7126,15,530.5888989637334,3455.0,230.33333333333334,8.292851098130711
RSE7124,RSE7121,RSE7130,15,262.53094356618107,3040.0,202.66666666666666,4.6633786028203215
RSE7056,RSE7385,RSE7144,15,233.5027358210259,5226.0,348.4,2.4127722415490624
RSE7385,RSE7060,RSE7068,15,562.0217860865814,6008.0,400.53333333333336,5.051460793720938
RSE7120,RSE7120,RSE7114,15,313.86999999999995,2091.0,139.4,8.105681492109037
RSE7068,RSE7059,RSE7109,15,554.7229717250933,3282.0,218.8,9.127069004617622
RSE7112,RSE7117,RSE7109,15,876.4055486663023,7022.0,468.1333333333333,6.7396610122444205
RSE7117,RSE7117,RSE7117,15,0.0,2989.0,199.26666666666668,
RSE7109,RSE7114,RSE7131,15,890.4300000000002,2170.0,144.66666666666666,22.15816589861752
RSE7109,RSE7120,RSE7121,15,234.20032404833088,1578.0,105.2,8.0144597583079
RSE7059,RSE7060,RSE7385,14,1531.1699999999998,2998.0,214.14285714285714,25.740816544362907
RSE7124,RSE7120,RSE7109,14,234.98900794363922,3905.0,278.92857142857144,3.0328927017565728
RSE7112,RSE7112,RSE7092,14,0.4602545610930084,2100.0,150.0,0.011046109466232202
RSE7385,RSE7060,RSE7059,14,1531.5299999999993,4308.0,307.7142857142857,17.917621169916426
RSE7125,RSE7126,RSE7126,14,529.9899999999999,3359.0,239.92857142857142,7.952216731169989
RSE7109,RSE7097,RSE7124,14,0.9912893645025687,2208.0,157.71428571428572,0.022627257233210806
RSE7056,RSE7067,RSE7056,14,1028.84,4905.0,350.35714285714283,10.571566972477065
RSE7125,RSE7121,RSE7097,14,253.8888989637335,1980.0,141.42857142857142,6.462626519076854
RSE7109,RSE7097,RSE7097,13,0.4791735770476911,2997.0,230.53846153846155,0.007482590392336317
RSE7117,RSE7114,RSE7130,13,200.69145034266387,1978.0,152.15384615384616,4.748412475246041
RSE7385,RSE7060,RSE7401,13,561.805723280213,5634.0,433.38461538461536,4.666756806800492
RSE7109,RSE7059,RSE7056,13,1485.7599999999998,3703.0,284.84615384615387,18.777631109910878
RSE7117,RSE7109,RSE7059,13,553.9655486663022,4660.0,358.46153846153845,5.563430832099344
RSE7056,RSE7068,RSE8069,13,413.06530701070585,3670.0,282.3076923076923,5.267426803297284
RSE7130,RSE7129,RSE7130,12,512.0100000000001,5045.0,420.4166666666667,4.384307631318137
RSE7125,RSE7124,RSE7109,12,337.3308450678817,3330.0,277.5,4.376183936015763
RSE7142,RSE7121,RSE7124,12,771.9300000000002,2580.0,215.0,12.925339534883724
RSE8069,RSE7068,RSE7059,12,413.51297172509334,1669.0,139.08333333333334,10.703271646808886
RSE7125,RSE7124,RSE7114,12,337.2043626451427,2812.0,234.33333333333334,5.1803799666679105
RSE7120,RSE7097,RSE7142,12,454.6600000000001,616.0,51.333333333333336,31.885246753246758
RSE7124,RSE7129,RSE7130,12,256.6590458627238,1938.0,161.5,5.7211923535963205
RSE7097,RSE7097,RSE7142,12,249.30000000000004,1541.0,128.41666666666666,6.988812459441922
RSE7117,RSE7120,RSE7120,12,461.3000000000001,2769.0,230.75,7.196879739978334
RSE7121,RSE7114,RSE7131,12,340.9595114184384,2177.0,181.41666666666666,6.765939776424686
RSE7144,RSE7131,RSE7117,11,311.39948597269364,2049.0,186.27272727272728,6.018262393615748
RSE7109,RSE7121,RSE7124,11,268.7422559459972,1334.0,121.27272727272727,7.977656173509363
RSE7131,RSE7385,RSE7144,11,231.8818776562144,4469.0,406.27272727272725,2.05471522828062
RSE7124,RSE7125,RSE7196,11,337.8827223240852,2699.0,245.36363636363637,4.957449353106252
RSE7092,RSE7125,RSE7126,11,910.0699999999998,3946.0,358.72727272727275,9.132988342625442
RSE7121,RSE7120,RSE7114,11,314.3803240483308,1047.0,95.18181818181819,11.8906025141489
RSE7097,RSE7130,RSE7129,11,571.5,1329.0,120.81818181818181,17.028893905191875
RSE7056,RSE7056,RSE7059,11,931.9300000000002,2196.0,199.63636363636363,16.80529508196722
RSE7385,RSE7109,RSE7109,11,970.7,2721.0,247.36363636363637,14.127056229327454
