rse_id,rse_id_exist,,대덕대교,,도솔대교,,,,,,,,,,,
RSE6293,,,,,,,,,,,,,,,,
RSE6294,,,,,,,,,,,,,,,,
RSE6296,,,,,,,,,,,,,,,,
RSE6300,,,,,,,,,,,,,,,,
RSE6306,,,,,,,,,,,,,,,,
RSE6307,,,,,,,,,,,,,,,,
RSE6308,,,,,,,,,,,,,,,,
RSE6309,,,,,,,,,,,,,,,,
RSE6310,,,,,,,,,,,,,,,,
RSE6314,,,,,,,,,,,,,,,,
RSE6326,,,,,,,,,,,,,,,,
RSE6338,,,,,,,,,,,,,,,,
RSE6363,,,,,,,,,,,,,,,,
RSE6367,,,,,,,,,,,,,,,,
RSE6368,,,,,,,,,,,,,,,,
RSE6369,,,,,,,,,,,,,,,,
RSE6374,,,,,,,,,,,,,,,,
RSE6378,,,,,,,,,,,,,,,,
RSE6381,,,,,,,,,,,,,,,,
RSE6389,,,,,,,,,,,,,,,,
RSE6520,,,,,,,,,,,,,,,,
RSE7054,,,,,,,,,,,,,,,,
RSE7056,,,,,,,,,,,,,,,,
RSE7057,,,,,,,,,,,,,,,,
RSE7058,,,,,,,,,,,,,,,,
RSE7059,,,,,,,,,,,,,,,,
RSE7060,,,,,,,,,,,,,,,,
RSE7062,,,,,,,,,,,,,,,,
RSE7064,,,,,,,,,,,,,,,,
RSE7065,,,,,,,,,,,,,,,,
RSE7067,,,,,,,,,,,,,,,,
RSE7068,,,,,,,,,,,,,,,,
RSE7081,,,,,,,,,,,,,,,,
RSE7092,,,,,,,,,,,,,,,,
RSE7097,,,,,,,,,,,,,,,,
RSE7104,,,,,,,,,,,,,,,,
RSE7105,,,,,,,,,,,,,,,,
RSE7106,,,,,,,,,,,,,,,,
RSE7108,,,,,,,,,,,,,,,,
RSE7109,,,,,,,,,,,,,,,,
RSE7112,,,,,,,,,,,,,,,,
RSE7113,,,,,,,,,,,,,,,,
RSE7114,,,,,,,,,,,,,,,,
RSE7115,,,,,,,,,,,,,,,,
RSE7116,,,,,,,,,,,,,,,,
RSE7117,,,,,,,,,,,,,,,,
RSE7118,,,,,,,,,,,,,,,,
RSE7119,,,,,,,,,,,,,,,,
RSE7120,,,,,,,,,,,,,,,,
RSE7121,,,,,,,,,,,,,,,,
RSE7122,,,,,,,,,,,,,,,,
RSE7123,,,,,,,,,,,,,,,,
RSE7124,,,,,,,,,,,,,,,,
RSE7125,,,,,,,,,,,,,,,,
RSE7126,,,,,,,,,,,,,,,,
RSE7127,,,,,,,,,,,,,,,,
RSE7128,,,,,,,,,,,,,,,,
RSE7129,,,,,,,,,,,,,,,,
RSE7130,,,,,,,,,,,,,,,,
RSE7131,,,,,,,,,,,,,,,,
RSE7132,,,,,,,,,,,,,,,,
RSE7133,,,,,,,,,,,,,,,,
RSE7134,,,,,,,,,,,,,,,,
RSE7135,,,,,,,,,,,,,,,,
RSE7136,,,,,,,,,,,,,,,,
RSE7137,,,,,,,,,,,,,,,,
RSE7138,,,,,,,,,,,,,,,,
RSE7139,,,,,,,,,,,,,,,,
RSE7140,,,,,,,,,,,,,,,,
RSE7142,,,,,,,,,,,,,,,,
RSE7143,,,,,,,,,,,,,,,,
RSE7144,,,,,,,,,,,,,,,,
RSE7145,,,,,,,,,,,,,,,,
RSE7146,,,,,,,,,,,,,,,,
RSE7147,,,,,,,,,,,,,,,,
RSE7149,,,,,,,,,,,,,,,,
RSE7150,,,,,,,,,,,,,,,,
RSE7152,,,,,,,,,,,,,,,,
RSE7153,,,,,,,,,,,,,,,,
RSE7154,,,,,,,,,,,,,,,,
RSE7157,,,,,,,,,,,,,,,,
RSE7192,,,,,,,,,,,,,,,,
RSE7193,,,,,,,,,,,,,,,,
RSE7194,,,,,,,,,,,,,,,,
RSE7195,,,,,,,,,,,,,,,,
RSE7196,,,,,,,,,,,,,,,,
RSE7197,,,,,,,,,,,,,,,,
RSE7199,,,,,,,,,,,,,,,,
RSE7202,,,,,,,,,,,,,,,,
RSE7203,,,,,,,,,,,,,,,,
RSE7205,,,,,,,,,,,,,,,,
RSE7206,,,,,,,,,,,,,,,,
RSE7207,,,,,,,,,,,,,,,,
RSE7208,,,,,,,,,,,,,,,,
RSE7209,,,,,,,,,,,,,,,,
RSE7210,,,,,,,,,,,,,,,,
RSE7213,,,,,,,,,,,,,,,,
RSE7214,,,,,,,,,,,,,,,,
RSE7215,,,,,,,,,,,,,,,,
RSE7216,,,,,,,,,,,,,,,,
RSE7218,,,,,,,,,,,,,,,,
RSE7267,,,,,,,,,,,,,,,,
RSE7268,,,,,,,,,,,,,,,,
RSE7269,,,,,,,,,,,,,,,,
RSE7270,,,,,,,,,,,,,,,,
RSE7271,,,,,,,,,,,,,,,,
RSE7272,,,,,,,,,,,,,,,,
RSE7273,,,,,,,,,,,,,,,,
RSE7274,,,,,,,,,,,,,,,,
RSE7275,,,,,,,,,,,,,,,,
RSE7277,,,,,,,,,,,,,,,,
RSE7278,,,,,,,,,,,,,,,,
RSE7279,,,,,,,,,,,,,,,,
RSE7280,,,,,,,,,,,,,,,,
RSE7282,,,,,,,,,,,,,,,,
RSE7349,,,,,,,,,,,,,,,,
RSE7350,,,,,,,,,,,,,,,,
RSE7352,,,,,,,,,,,,,,,,
RSE7353,,,,,,,,,,,,,,,,
RSE7355,,,,,,,,,,,,,,,,
RSE7356,,,,,,,,,,,,,,,,
RSE7357,,,,,,,,,,,,,,,,
RSE7358,,,,,,,,,,,,,,,,
RSE7359,,,,,,,,,,,,,,,,
RSE7360,,,,,,,,,,,,,,,,
RSE7361,,,,,,,,,,,,,,,,
RSE7362,,,,,,,,,,,,,,,,
RSE7364,,,,,,,,,,,,,,,,
RSE7365,,,,,,,,,,,,,,,,
RSE7384,,,,,,,,,,,,,,,,
RSE7385,,,,,,,,,,,,,,,,
RSE7387,,,,,,,,,,,,,,,,
RSE7388,,,,,,,,,,,,,,,,
RSE7401,,,,,,,,,,,,,,,,
RSE7510,,,,,,,,,,,,,,,,
RSE7511,,,,,,,,,,,,,,,,
RSE7517,,,,,,,,,,,,,,,,
RSE7518,,,,,,,,,,,,,,,,
RSE7519,,,,,,,,,,,,,,,,
RSE7520,,,,,,,,,,,,,,,,
RSE7950,,,,,,,,,,,,,,,,
RSE8017,,,,,,,,,,,,,,,,
RSE8018,,,,,,,,,,,,,,,,
RSE8019,,,,,,,,,,,,,,,,
RSE8021,,,,,,,,,,,,,,,,
RSE8022,,,,,,,,,,,,,,,,
RSE8023,,,,,,,,,,,,,,,,
RSE8024,,,,,,,,,,,,,,,,
RSE8026,,,,,,,,,,,,,,,,
RSE8027,,,,,,,,,,,,,,,,
RSE8028,,,,,,,,,,,,,,,,
RSE8029,,,,,,,,,,,,,,,,
RSE8030,,,,,,,,,,,,,,,,
RSE8031,,,,,,,,,,,,,,,,
RSE8032,,,,,,,,,,,,,,,,
RSE8033,,,,,,,,,,,,,,,,
RSE8034,,,,,,,,,,,,,,,,
RSE8036,,,,,,,,,,,,,,,,
RSE8037,,,,,,,,,,,,,,,,
RSE8042,,,,,,,,,,,,,,,,
RSE8043,,,,,,,,,,,,,,,,
RSE8044,,,,,,,,,,,,,,,,
RSE8046,,,,,,,,,,,,,,,,
RSE8047,,,,,,,,,,,,,,,,
RSE8048,,,,,,,,,,,,,,,,
RSE8050,,,,,,,,,,,,,,,,
RSE8051,,,,,,,,,,,,,,,,
RSE8053,,,,,,,,,,,,,,,,
RSE8055,,,,,,,,,,,,,,,,
RSE8066,,,,,,,,,,,,,,,,
RSE8069,,,,,,,,,,,,,,,,
RSE8071,,,,,,,,,,,,,,,,
RSE8079,,,,,,,,,,,,,,,,
RSE8093,,,,,,,,,,,,,,,,
RSE8095,,,,,,,,,,,,,,,,
RSE8096,,,,,,,,,,,,,,,,
RSE8098,,,,,,,,,,,,,,,,
RSE8099,,,,,,,,,,,,,,,,
RSE8100,,,,,,,,,,,,,,,,
RSE8102,,,,,,,,,,,,,,,,
RSE8103,,,,,,,,,,,,,,,,
RSE8160,,,,,,,,,,,,,,,,
RSE8181,,,,,,,,,,,,,,,,
RSE8321,,,,,,,,,,,,,,,,
RSE8322,,,,,,,,,,,,,,,,
RSE8323,,,,,,,,,,,,,,,,
RSE8324,,,,,,,,,,,,,,,,
RSE8325,,,,,,,,,,,,,,,,
RSE8326,,,,,,,,,,,,,,,,
RSE8327,,,,,,,,,,,,,,,,
RSE8328,,,,,,,,,,,,,,,,
RSE8380,,,,,,,,,,,,,,,,
RSE8501,,,,,,,,,,,,,,,,
RSE8505,,,,,,,,,,,,,,,,
RSE8506,,,,,,,,,,,,,,,,
RSE8507,,,,,,,,,,,,,,,,
RSE8523,,,,,,,,,,,,,,,,
RSE8524,,,,,,,,,,,,,,,,
RSE8904,,,,,,,,,,,,,,,,
RSE8905,,,,,,,,,,,,,,,,
RSE8906,,,,,,,,,,,,,,,,
RSE8907,,,,,,,,,,,,,,,,
RSE8908,,,,,,,,,,,,,,,,
RSE8909,,,,,,,,,,,,,,,,
RSE8910,,,,,,,,,,,,,,,,
RSE8911,,,,,,,,,,,,,,,,
RSE8912,,,,,,,,,,,,,,,,
RSE8913,,,,,,,,,,,,,,,,
RSE8914,,,,,,,,,,,,,,,,
RSE8915,,,,,,,,,,,,,,,,
RSE8916,,,,,,,,,,,,,,,,
RSE9001,,,,,,,,,,,,,,,,
RSE9002,,,,,,,,,,,,,,,,
RSE9003,,,,,,,,,,,,,,,,
RSE9007,,,,,,,,,,,,,,,,
RSE9009,,,,,,,,,,,,,,,,
RSE9010,,,,,,,,,,,,,,,,
RSE9011,,,,,,,,,,,,,,,,
RSE9012,,,,,,,,,,,,,,,,
RSE9013,,,,,,,,,,,,,,,,
RSE9015,,,,,,,,,,,,,,,,
RSE9016,,,,,,,,,,,,,,,,
RSE9017,,,,,,,,,,,,,,,,
RSE9020,,,,,,,,,,,,,,,,
RSE9038,,,,,,,,,,,,,,,,
RSE9040,,,,,,,,,,,,,,,,
RSE9072,,,,,,,,,,,,,,,,
RSE9073,,,,,,,,,,,,,,,,
RSE9075,,,,,,,,,,,,,,,,
RSE9082,,,,,,,,,,,,,,,,
RSE9083,,,,,,,,,,,,,,,,
RSE9086,,,,,,,,,,,,,,,,
RSE9090,,,,,,,,,,,,,,,,
RSE9156,,,,,,,,,,,,,,,,
RSE9158,,,,,,,,,,,,,,,,
RSE9162,,,,,,,,,,,,,,,,
RSE9165,,,,,,,,,,,,,,,,
RSE9166,,,,,,,,,,,,,,,,
RSE9168,,,,,,,,,,,,,,,,
RSE9170,,,,,,,,,,,,,,,,
RSE9172,,,,,,,,,,,,,,,,
RSE9174,,,,,,,,,,,,,,,,
RSE9184,,,,,,,,,,,,,,,,
RSE9185,,,,,,,,,,,,,,,,
RSE9186,,,,,,,,,,,,,,,,
RSE9220,,,,,,,,,,,,,,,,
RSE9247,,,,,,,,,,,,,,,,
RSE9257,,,,,,,,,,,,,,,,
RSE9402,,,,,,,,,,,,,,,,
RSE9403,,,,,,,,,,,,,,,,
RSE9502,,,,,,,,,,,,,,,,
RSE9503,,,,,,,,,,,,,,,,
RSE9512,,,,,,,,,,,,,,,,
RSE9513,,,,,,,,,,,,,,,,
RSE9999,,,,,,,,,,,,,,,,
