route_id,origin_RSE_id,destin_RSE_id,lon_origin,lat_origin,lon_destin,lat_destin,movers_2023,movers_2024,avg_speed_2023,avg_speed_2024,avg_time_2023,avg_time_2024,movers_diff,avg_speed_diff,avg_time_diff,direction
0,RSE1515,RSE1517,127.348349,36.325866,127.348261,36.321167,582,543,23.787375439585247,5.7410098806499885,86.57731958762886,358.7255985267035,-39,-18.046365558935257,272.14827893907466,옥녀봉삼거리->도안동로입구
1,RSE1517,RSE1515,127.348261,36.321167,127.348349,36.325866,757,748,31.48798316792231,10.221056363180482,65.40422721268163,201.49064171123,-9,-21.26692680474183,136.08641449854838,도안동로입구->옥녀봉삼거리
2,RSE7359,RSE1515,127.347823,36.33207886,127.348349,36.325866,774,813,21.70861588060701,8.987444569143776,132.37726098191214,319.7490774907749,39,-12.721171311463234,187.37181650886274,옥녀봉네거리->옥녀봉삼거리
3,RSE1515,RSE7359,127.348349,36.325866,127.347823,36.33207886,963,965,39.33646814466992,33.57157838765417,73.05503634475598,85.6,2,-5.764889757015752,12.544963655244018,옥녀봉삼거리->옥녀봉네거리
4,RSE7359,RSE1607,127.347823,36.33207886,127.36794,36.334544,333,399,24.014741559509503,12.575780971918329,159.07207207207207,303.76441102756894,66,-11.438960587591174,144.69233895549687,옥녀봉네거리->도솔네거리
5,RSE1607,RSE7196,127.36794,36.334544,127.3720303,36.33399461,753,780,12.275619322986698,5.753537715090052,107.68658698539176,229.7576923076923,27,-6.522081607896646,122.07110532230055,도솔네거리->안골네거리
6,RSE1513,RSE7359,127.3385757,36.33198127,127.347823,36.33207886,181,198,18.335386284501595,2.5766627237848274,172.55248618784532,1227.8737373737374,17,-15.758723560716767,1055.3212511858922,위더스타워네거리->옥녀봉네거리
7,RSE1512,RSE1513,127.333091,36.332421,127.3385757,36.33198127,126,144,11.165240381003931,1.363382353398226,175.484126984127,1437.1041666666667,18,-9.801858027605705,1261.6200396825398,도로교통공단대전충남지부앞->위더스타워네거리
8,RSE7359,RSE1511,127.347823,36.33207886,127.348894,36.33949898,583,682,29.60352674615467,23.635641695281763,109.98456260720413,137.75513196480938,99,-5.967885050872908,27.770569357605254,옥녀봉네거리->원신흥로입구
9,RSE1511,RSE7359,127.348894,36.33949898,127.347823,36.33207886,483,530,40.09419586491433,22.16967803164829,81.20703933747411,146.86415094339625,47,-17.924517833266044,65.65711160592214,원신흥로입구->옥녀봉네거리
10,RSE1511,RSE1508,127.348894,36.33949898,127.347094,36.341812,511,404,29.15469387910579,4.234540353148174,39.69471624266145,273.2970297029703,-107,-24.920153525957616,233.60231346030884,원신흥로입구->원신흥북로종점
11,RSE1508,RSE1511,127.347094,36.341812,127.348894,36.33949898,498,369,24.83641782956414,7.765051621933802,46.59638554216868,149.0379403794038,-129,-17.07136620763034,102.44155483723512,원신흥북로종점->원신흥로입구
12,RSE1505,RSE1508,127.3478138,36.34869141,127.347094,36.341812,667,480,31.552008165634646,17.70013767166989,85.40029985007496,152.23333333333332,-187,-13.851870493964757,66.83303348325836,도안호반베르디움201동삼거리->원신흥북로종점
13,RSE1508,RSE1505,127.347094,36.341812,127.3478138,36.34869141,521,416,20.593229514473425,5.287944554028278,130.8464491362764,509.56490384615387,-105,-15.305284960445146,378.7184547098775,원신흥북로종점->도안호반베르디움201동삼거리
14,RSE1504,RSE1505,127.3405407,36.34835572,127.3478138,36.34869141,121,186,18.92913329743473,1.163726889097695,136.6694214876033,2223.059139784946,65,-17.765406408337036,2086.389718297343,진터지하차도->도안호반베르디움201동삼거리
15,RSE1505,RSE8103,127.3478138,36.34869141,127.3482089,36.3520523,627,462,13.322861760719276,6.684531425732127,119.43221690590111,238.03896103896105,-165,-6.638330334987149,118.60674413305993,도안호반베르디움201동삼거리->용반네거리
16,RSE8103,RSE1505,127.3482089,36.3520523,127.3478138,36.34869141,520,388,24.507954033324,6.06437290536778,64.925,262.3814432989691,-132,-18.44358112795622,197.45644329896908,용반네거리->도안호반베르디움201동삼거리
17,RSE8102,RSE1501,127.3417161,36.35324983,127.3450559,36.35287005,467,572,23.76983812129872,11.783892095730334,76.32119914346895,153.95104895104896,105,-11.985946025568385,77.62984980758002,유성네거리->계룡로132번길
18,RSE1501,RSE8103,127.3450559,36.35287005,127.3482089,36.3520523,593,517,18.131121060304142,3.0446404871835924,70.51096121416526,419.89941972920695,-76,-15.08648057312055,349.3884585150417,계룡로132번길->용반네거리
19,RSE8103,RSE7157,127.3482089,36.3520523,127.3514407,36.35071847,439,621,19.800241562123205,10.571819318902111,68.16856492027335,127.67471819645732,182,-9.228422243221093,59.506153276183966,용반네거리->만년교네거리
20,RSE7157,RSE7104,127.3514407,36.35071847,127.3570383,36.3560317,136,274,50.23053711526856,9.489062424213028,85.28676470588235,451.4671532846716,138,-40.74147469105553,366.18038857878923,만년교네거리->월평초교삼거리
21,RSE7104,RSE7105,127.3570383,36.3560317,127.3598975,36.35871541,270,296,24.2366582613836,8.891730279079836,65.78148148148148,179.30405405405406,26,-15.344927982303764,113.52257257257259,월평초교삼거리->갑천대교네거리
22,RSE1505,RSE7157,127.3478138,36.34869141,127.3514407,36.35071847,43,51,21.812543149707203,35.51788360157845,254.72093023255812,156.4313725490196,8,13.705340451871244,-98.2895576835385,도안호반베르디움201동삼거리->만년교네거리
23,RSE1511,RSE7157,127.348894,36.33949898,127.3514407,36.35071847,0,24,0.0,2.3381006468845094,0.0,1829.4166666666667,24,2.3381006468845094,1829.4166666666667,원신흥로입구->만년교네거리
