route_id,origin_RSE_id,destin_RSE_id,lon_origin,lat_origin,lon_destin,lat_destin,movers_2023,movers_2024,avg_speed_2023,avg_speed_2024,avg_time_2023,avg_time_2024,movers_diff,avg_speed_diff,avg_time_diff,direction
0,RSE1515,RSE1517,127.348349,36.325866,127.348261,36.321167,1079,1014,24.95893088805163,5.656458053447621,82.51343836886005,364.0877712031558,-65,-19.302472834604007,281.5743328342958,옥녀봉삼거리->도안동로입구
1,RSE1517,RSE1515,127.348261,36.321167,127.348349,36.325866,1438,1430,33.046018965482304,7.654246218983396,62.32058414464534,269.05944055944053,-8,-25.39177274649891,206.73885641479518,도안동로입구->옥녀봉삼거리
2,RSE7359,RSE1515,127.347823,36.33207886,127.348349,36.325866,1482,1573,20.438947914743476,10.1246046667971,140.6005398110661,283.83598219961857,91,-10.314343247946375,143.23544238855246,옥녀봉네거리->옥녀봉삼거리
3,RSE1515,RSE7359,127.348349,36.325866,127.347823,36.33207886,1815,1833,42.59894401028669,31.88140750742451,67.46005509641873,90.1380250954719,18,-10.717536502862178,22.677969999053175,옥녀봉삼거리->옥녀봉네거리
4,RSE1607,RSE7359,127.36794,36.334544,127.347823,36.33207886,562,619,19.33361533700445,7.517967250789022,197.58718861209965,508.1260096930533,57,-11.815648086215427,310.53882108095365,도솔네거리->옥녀봉네거리
5,RSE7196,RSE1607,127.3720303,36.33399461,127.36794,36.334544,1412,1618,21.70281264822279,7.798878512553808,60.9100566572238,169.5012360939431,206,-13.903934135668981,108.5911794367193,안골네거리->도솔네거리
6,RSE7359,RSE1513,127.347823,36.33207886,127.3385757,36.33198127,171,289,9.040986289296477,1.7844285339156698,349.94152046783626,1773.01384083045,118,-7.256557755380807,1423.0723203626137,옥녀봉네거리->위더스타워네거리
7,RSE1513,RSE1512,127.3385757,36.33198127,127.333091,36.332421,162,273,13.319775016961824,1.3128223655716615,147.09876543209876,1492.4505494505495,111,-12.006952651390161,1345.3517840184506,위더스타워네거리->도로교통공단대전충남지부앞
8,RSE7359,RSE1511,127.347823,36.33207886,127.348894,36.33949898,1131,1305,27.45992180676152,16.826016741916522,118.57029177718832,193.5057471264368,174,-10.633905064844999,74.93545534924849,옥녀봉네거리->원신흥로입구
9,RSE1511,RSE7359,127.348894,36.33949898,127.347823,36.33207886,841,1040,41.53187303723981,15.57560730093904,78.39595719381688,209.04038461538465,199,-25.95626573630077,130.64442742156777,원신흥로입구->옥녀봉네거리
10,RSE1511,RSE1508,127.348894,36.33949898,127.347094,36.341812,1085,726,25.20842226074457,4.380921141953582,45.90875576036866,264.1652892561983,-359,-20.827501118790988,218.25653349582967,원신흥로입구->원신흥북로종점
11,RSE1508,RSE1511,127.347094,36.341812,127.348894,36.33949898,910,702,22.91907385445515,6.991047820049218,50.494505494505496,165.53846153846155,-208,-15.928026034405931,115.04395604395606,원신흥북로종점->원신흥로입구
12,RSE1505,RSE1508,127.3478138,36.34869141,127.347094,36.341812,1207,888,31.23389488483574,22.4200859309704,86.27009113504556,120.18468468468468,-319,-8.813808953865337,33.91459354963912,도안호반베르디움201동삼거리->원신흥북로종점
13,RSE1508,RSE1505,127.347094,36.341812,127.3478138,36.34869141,918,743,20.906528898158346,5.1079384357541135,128.8856209150327,527.5222072678331,-175,-15.798590462404231,398.6365863528004,원신흥북로종점->도안호반베르디움201동삼거리
14,RSE1505,RSE1504,127.3478138,36.34869141,127.3405407,36.34835572,298,353,16.25144486935781,3.5208322058193797,159.18791946308724,734.7790368271955,55,-12.730612663538432,575.5911173641082,도안호반베르디움201동삼거리->진터지하차도
15,RSE1505,RSE8103,127.3478138,36.34869141,127.3482089,36.3520523,1192,853,13.68459788897088,8.23719527970655,116.2751677852349,193.16998827667055,-339,-5.44740260926433,76.89482049143565,도안호반베르디움201동삼거리->용반네거리
16,RSE8103,RSE1505,127.3482089,36.3520523,127.3478138,36.34869141,856,706,25.476958433377124,6.29037166644179,62.45560747663552,252.9546742209632,-150,-19.186586766935335,190.49906674432768,용반네거리->도안호반베르디움201동삼거리
17,RSE1501,RSE8102,127.3450559,36.35287005,127.3417161,36.35324983,1502,1321,13.705070457666316,1.9375455745363432,132.37017310252995,936.3096139288418,-181,-11.767524883129973,803.9394408263119,계룡로132번길->유성네거리
18,RSE8103,RSE1501,127.3482089,36.3520523,127.3450559,36.35287005,1061,1340,20.033197699824825,3.196065194973704,63.81621112158341,400.005223880597,279,-16.83713250485112,336.18901275901356,용반네거리->계룡로132번길
19,RSE7157,RSE8103,127.3514407,36.35071847,127.3482089,36.3520523,958,1219,15.821946285947844,10.790172145853113,85.3089770354906,125.09105824446269,261,-5.031774140094731,39.78208120897209,만년교네거리->용반네거리
20,RSE7104,RSE7157,127.3570383,36.3560317,127.3514407,36.35071847,355,459,37.83228438518371,19.59536811894607,113.23661971830984,218.6230936819172,104,-18.236916266237643,105.38647396360736,월평초교삼거리->만년교네거리
21,RSE7105,RSE7104,127.3598975,36.35871541,127.3570383,36.3560317,344,418,18.430863682105212,3.801486157406012,86.50290697674419,419.39473684210526,74,-14.6293775246992,332.89182986536105,갑천대교네거리->월평초교삼거리
22,RSE7157,RSE1505,127.3514407,36.35071847,127.3478138,36.34869141,108,66,33.680961968891616,3.5619557513439664,164.96296296296296,1559.8484848484848,-42,-30.11900621754765,1394.8855218855217,만년교네거리->도안호반베르디움201동삼거리
23,RSE7157,RSE1511,127.3514407,36.35071847,127.348894,36.33949898,0,14,0.0,2.686301995539427,0.0,1592.2857142857142,14,2.686301995539427,1592.2857142857142,만년교네거리->원신흥로입구
